epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,497.786,1.11666,1.18485,1.27408,0.79538,0.56731,0.62985,0.31742,1.67189,1.32856,1.6662,0.00066452,0.00066452,0.00066452
16,529.499,1.10941,1.16333,1.26478,0.72862,0.59253,0.62014,0.32673,1.62566,1.31104,1.62278,0.000660986,0.000660986,0.000660986
17,559.655,1.08895,1.15397,1.25968,0.75865,0.59578,0.62198,0.31887,1.63484,1.31221,1.64172,0.000657451,0.000657451,0.000657451
18,589.744,1.07871,1.11148,1.24892,0.75979,0.56993,0.61939,0.30243,1.76799,1.34005,1.71959,0.000653917,0.000653917,0.000653917
19,620.451,1.08447,1.11408,1.2485,0.73588,0.59446,0.63882,0.3432,1.58242,1.18705,1.58612,0.000650383,0.000650383,0.000650383
20,650.887,1.06319,1.08405,1.23864,0.75192,0.63249,0.67333,0.35203,1.59191,1.13479,1.60197,0.000646848,0.000646848,0.000646848
21,680.992,1.06288,1.07521,1.23175,0.793,0.60352,0.67034,0.33856,1.65535,1.15594,1.62249,0.000643314,0.000643314,0.000643314
22,712.26,1.0589,1.07067,1.22898,0.80427,0.63389,0.68053,0.3534,1.61296,1.14782,1.59843,0.00063978,0.00063978,0.00063978
23,742.607,1.05409,1.04641,1.23024,0.83621,0.59204,0.68237,0.37723,1.52867,1.12225,1.51769,0.000636245,0.000636245,0.000636245
24,772.622,1.04299,1.04152,1.21843,0.84671,0.58598,0.68126,0.37771,1.51839,1.12949,1.53506,0.000632711,0.000632711,0.000632711
25,802.837,1.04425,1.0301,1.22155,0.79512,0.65474,0.69673,0.39135,1.45132,1.05407,1.4922,0.000629177,0.000629177,0.000629177
26,832.773,1.02867,1.00972,1.21264,0.80002,0.60345,0.67923,0.3659,1.50916,1.05102,1.57043,0.000625642,0.000625642,0.000625642
27,863.342,1.02198,0.99888,1.21334,0.80086,0.63733,0.70882,0.38039,1.53313,1.0418,1.51993,0.000622108,0.000622108,0.000622108
28,894.26,1.02438,0.99215,1.20939,0.78577,0.64015,0.69981,0.37457,1.53841,1.0663,1.548,0.000618574,0.000618574,0.000618574
29,924.567,1.01857,0.98589,1.20213,0.81172,0.61811,0.68942,0.39745,1.47796,1.06677,1.49168,0.00061504,0.00061504,0.00061504
30,955.019,1.01132,0.98172,1.20522,0.80639,0.64129,0.70782,0.38946,1.5148,1.06174,1.52717,0.000611505,0.000611505,0.000611505
31,985.891,1.00564,0.96782,1.19792,0.7988,0.65144,0.71098,0.39736,1.49898,1.02115,1.5232,0.000607971,0.000607971,0.000607971
32,1015.65,1.00118,0.95885,1.19738,0.79423,0.64447,0.69948,0.38363,1.52951,1.05802,1.55779,0.000604437,0.000604437,0.000604437
33,1045.3,0.99113,0.95233,1.19053,0.83157,0.64384,0.7088,0.35751,1.68448,1.07318,1.66308,0.000600902,0.000600902,0.000600902
34,1075.21,1.00091,0.94855,1.1936,0.83956,0.62647,0.70124,0.36968,1.62856,1.08443,1.60902,0.000597368,0.000597368,0.000597368
35,1104.97,0.99217,0.93504,1.18602,0.86311,0.61424,0.70504,0.38214,1.52789,1.04586,1.54986,0.000593834,0.000593834,0.000593834
36,1134.73,0.99073,0.93604,1.18351,0.85661,0.63983,0.70947,0.38044,1.57706,1.06527,1.58425,0.0005903,0.0005903,0.0005903
37,1164.41,0.98568,0.91638,1.17759,0.8209,0.63478,0.72119,0.41402,1.41138,1.00903,1.45812,0.000586765,0.000586765,0.000586765
38,1195.07,0.9893,0.92197,1.17413,0.82888,0.61418,0.70881,0.3941,1.49697,1.05308,1.50976,0.000583231,0.000583231,0.000583231
39,1225.35,0.97831,0.92725,1.18142,0.84239,0.64828,0.71444,0.38278,1.51373,1.00564,1.54792,0.000579697,0.000579697,0.000579697
40,1256.05,0.96723,0.8915,1.16594,0.84592,0.65084,0.71953,0.36849,1.58704,1.0187,1.60628,0.000576162,0.000576162,0.000576162
41,1287.1,0.9686,0.89665,1.17442,0.86111,0.63338,0.72917,0.42131,1.41093,0.95135,1.43645,0.000572628,0.000572628,0.000572628
42,1317.76,0.96892,0.89103,1.16484,0.83268,0.67387,0.74071,0.41435,1.51728,0.99062,1.51603,0.000569094,0.000569094,0.000569094
43,1348.39,0.95933,0.87382,1.16181,0.82488,0.6904,0.74069,0.424,1.45707,0.97085,1.49881,0.000565559,0.000565559,0.000565559
44,1378.68,0.96943,0.88711,1.16495,0.87719,0.64871,0.74088,0.41699,1.45757,0.95981,1.48379,0.000562025,0.000562025,0.000562025
45,1408.42,0.95288,0.86936,1.15681,0.7992,0.65784,0.71941,0.40331,1.48028,0.9752,1.49228,0.000558491,0.000558491,0.000558491
46,1438.53,0.9649,0.87424,1.16126,0.86442,0.64108,0.73962,0.43405,1.39979,0.95191,1.45954,0.000554956,0.000554956,0.000554956
47,1468.83,0.9495,0.85434,1.15134,0.86656,0.67425,0.74587,0.42832,1.39751,0.92446,1.42655,0.000551422,0.000551422,0.000551422
48,1500.51,0.94374,0.85219,1.14852,0.85059,0.66539,0.74287,0.43497,1.37526,0.94089,1.40938,0.000547888,0.000547888,0.000547888
49,1533.89,0.94802,0.85531,1.15419,0.86124,0.67231,0.75037,0.40952,1.51344,0.95379,1.51607,0.000544354,0.000544354,0.000544354
50,1566.43,0.94505,0.851,1.1516,0.84569,0.70603,0.75608,0.43487,1.43721,0.90638,1.46928,0.000540819,0.000540819,0.000540819
51,1599.14,0.94304,0.83767,1.1486,0.83318,0.66861,0.73267,0.41578,1.44934,0.95559,1.48314,0.000537285,0.000537285,0.000537285
52,1631.59,0.92932,0.83458,1.14477,0.85224,0.6764,0.75095,0.42395,1.41633,0.90495,1.46217,0.000533751,0.000533751,0.000533751
53,1664.02,0.93435,0.8332,1.14153,0.85262,0.66955,0.73404,0.44469,1.32792,0.92528,1.39577,0.000530216,0.000530216,0.000530216
54,1696.52,0.93544,0.82085,1.13882,0.86348,0.65998,0.74454,0.43575,1.40827,0.89459,1.45911,0.000526682,0.000526682,0.000526682
55,1728.99,0.91882,0.82098,1.13699,0.86647,0.66506,0.75064,0.43971,1.38655,0.90353,1.40661,0.000523148,0.000523148,0.000523148
56,1761.58,0.93703,0.82929,1.14065,0.83905,0.67585,0.75112,0.43396,1.39344,0.90317,1.43108,0.000519613,0.000519613,0.000519613
57,1794.07,0.92047,0.81348,1.13206,0.84795,0.70346,0.75344,0.42633,1.48606,0.85628,1.51666,0.000516079,0.000516079,0.000516079
58,1826.56,0.91792,0.81015,1.13488,0.83454,0.67856,0.75526,0.467,1.32744,0.85765,1.40146,0.000512545,0.000512545,0.000512545
59,1859.02,0.92197,0.80839,1.13252,0.86039,0.68992,0.74981,0.42661,1.47929,0.90261,1.49005,0.000509011,0.000509011,0.000509011
60,1891.5,0.92195,0.80611,1.13258,0.87742,0.67781,0.75108,0.45453,1.34574,0.84632,1.39391,0.000505476,0.000505476,0.000505476
61,1924.14,0.91278,0.79112,1.12841,0.86061,0.69418,0.76125,0.41216,1.51544,0.89302,1.53574,0.000501942,0.000501942,0.000501942
62,1956.69,0.91512,0.802,1.13152,0.88902,0.67811,0.74792,0.45223,1.36433,0.89354,1.43221,0.000498408,0.000498408,0.000498408
63,1989.23,0.91321,0.79557,1.13005,0.8555,0.69043,0.7549,0.44375,1.40558,0.87091,1.45919,0.000494873,0.000494873,0.000494873
64,2021.77,0.90481,0.77684,1.117,0.86415,0.67706,0.76053,0.43041,1.44122,0.86742,1.47633,0.000491339,0.000491339,0.000491339
65,2054.53,0.90309,0.78664,1.12917,0.85956,0.68653,0.76068,0.4579,1.28728,0.82098,1.36701,0.000487805,0.000487805,0.000487805
66,2084.92,0.90031,0.78127,1.12218,0.86838,0.71012,0.77546,0.47567,1.30771,0.82621,1.37296,0.000484271,0.000484271,0.000484271
67,2115.39,0.90136,0.77802,1.11612,0.87923,0.68912,0.76317,0.43951,1.42207,0.86003,1.46093,0.000480736,0.000480736,0.000480736
68,2145.76,0.89538,0.77233,1.11701,0.8384,0.69373,0.76218,0.47173,1.28267,0.85973,1.35232,0.000477202,0.000477202,0.000477202
69,2176.21,0.88937,0.76833,1.11709,0.86432,0.72038,0.78352,0.46683,1.37119,0.83801,1.40432,0.000473668,0.000473668,0.000473668
70,2206.59,0.89144,0.76439,1.11319,0.85267,0.70363,0.76815,0.46359,1.33299,0.86193,1.4,0.000470133,0.000470133,0.000470133
71,2237.15,0.88284,0.753,1.11072,0.8555,0.68991,0.76536,0.45856,1.35973,0.86536,1.42001,0.000466599,0.000466599,0.000466599
72,2267.51,0.8819,0.76442,1.11444,0.90303,0.70701,0.78043,0.47263,1.31702,0.8171,1.36513,0.000463065,0.000463065,0.000463065
73,2297.78,0.87723,0.75447,1.10903,0.87064,0.70338,0.77533,0.45895,1.3609,0.84627,1.43662,0.00045953,0.00045953,0.00045953
74,2328.29,0.87675,0.7515,1.1103,0.88212,0.7011,0.78626,0.48246,1.32614,0.81605,1.37296,0.000455996,0.000455996,0.000455996
75,2358.88,0.87646,0.74632,1.10299,0.88669,0.70308,0.77105,0.4715,1.30238,0.83899,1.36688,0.000452462,0.000452462,0.000452462
76,2389.16,0.87253,0.74229,1.10359,0.86835,0.70975,0.79316,0.48139,1.3356,0.79295,1.38501,0.000448928,0.000448928,0.000448928
77,2419.41,0.86249,0.73735,1.09643,0.8653,0.70957,0.77603,0.48505,1.2582,0.81429,1.33147,0.000445393,0.000445393,0.000445393
78,2449.91,0.8752,0.74598,1.10802,0.88779,0.71532,0.79268,0.4673,1.37403,0.81403,1.43086,0.000441859,0.000441859,0.000441859
79,2480.46,0.86453,0.73941,1.09955,0.89977,0.69959,0.77671,0.47476,1.27965,0.78913,1.3595,0.000438325,0.000438325,0.000438325
80,2510.78,0.86109,0.73239,1.09959,0.88803,0.70514,0.78503,0.48875,1.2664,0.80436,1.32237,0.00043479,0.00043479,0.00043479
81,2541.5,0.85903,0.73514,1.10066,0.91463,0.7123,0.79455,0.47874,1.32225,0.79002,1.36104,0.000431256,0.000431256,0.000431256
82,2571.97,0.86242,0.72897,1.09654,0.86959,0.71332,0.7898,0.4879,1.27041,0.7706,1.34934,0.000427722,0.000427722,0.000427722
83,2602.44,0.86247,0.7286,1.09551,0.87006,0.73416,0.79264,0.47977,1.35759,0.78498,1.40684,0.000424187,0.000424187,0.000424187
84,2632.92,0.86324,0.72703,1.09544,0.89667,0.70187,0.78923,0.48763,1.29449,0.7836,1.36788,0.000420653,0.000420653,0.000420653
85,2663.29,0.85532,0.7167,1.09791,0.90425,0.72097,0.79212,0.47269,1.32528,0.7834,1.37234,0.000417119,0.000417119,0.000417119
86,2693.69,0.86088,0.72071,1.0963,0.87583,0.72139,0.78925,0.4823,1.28686,0.79943,1.35105,0.000413584,0.000413584,0.000413584
87,2724.14,0.85129,0.7221,1.09636,0.9211,0.69902,0.79048,0.46424,1.36036,0.77926,1.41237,0.00041005,0.00041005,0.00041005
88,2754.61,0.84272,0.70827,1.08367,0.88015,0.70612,0.78324,0.50209,1.22913,0.76415,1.32903,0.000406516,0.000406516,0.000406516
89,2785.25,0.8528,0.70771,1.08709,0.87261,0.70388,0.77646,0.48504,1.31002,0.80799,1.35524,0.000402982,0.000402982,0.000402982
90,2815.67,0.84906,0.70872,1.09208,0.9167,0.69493,0.79126,0.47154,1.36828,0.77449,1.4092,0.000399447,0.000399447,0.000399447
91,2846.13,0.84489,0.70879,1.08639,0.89148,0.71056,0.79334,0.49472,1.26772,0.76543,1.33227,0.000395913,0.000395913,0.000395913
92,2876.55,0.84613,0.70588,1.08524,0.88157,0.72541,0.79305,0.47826,1.34588,0.76419,1.39108,0.000392379,0.000392379,0.000392379
93,2907.08,0.83547,0.70233,1.08216,0.90931,0.70593,0.80108,0.49828,1.24939,0.74689,1.32646,0.000388844,0.000388844,0.000388844
94,2937.44,0.84035,0.69507,1.08216,0.87739,0.7129,0.78887,0.49349,1.26315,0.76715,1.33267,0.00038531,0.00038531,0.00038531
95,2967.86,0.83665,0.68981,1.07925,0.87083,0.72508,0.79433,0.4784,1.31335,0.78657,1.3801,0.000381776,0.000381776,0.000381776
96,2998.36,0.83307,0.69219,1.07981,0.8625,0.72535,0.78626,0.48542,1.29037,0.75847,1.37279,0.000378242,0.000378242,0.000378242
97,3029.03,0.83146,0.68912,1.07287,0.87014,0.72263,0.78967,0.4807,1.33339,0.76391,1.40326,0.000374707,0.000374707,0.000374707
98,3059.46,0.83335,0.69154,1.07977,0.89747,0.71488,0.79962,0.4897,1.2989,0.75958,1.3633,0.000371173,0.000371173,0.000371173
99,3090.03,0.82758,0.68684,1.07824,0.90219,0.71753,0.80226,0.48512,1.3165,0.76146,1.37667,0.000367639,0.000367639,0.000367639
100,3120.46,0.81741,0.67664,1.07389,0.87629,0.74262,0.80539,0.49373,1.29651,0.74635,1.37432,0.000364104,0.000364104,0.000364104
101,3150.88,0.82586,0.6837,1.07706,0.86542,0.73141,0.79556,0.49094,1.31543,0.78329,1.3815,0.00036057,0.00036057,0.00036057
102,3181.29,0.82407,0.68223,1.07358,0.86111,0.73041,0.79183,0.49647,1.25116,0.75213,1.32353,0.000357036,0.000357036,0.000357036
103,3211.69,0.82277,0.67202,1.06855,0.88535,0.73305,0.81134,0.49643,1.30906,0.75489,1.35917,0.000353501,0.000353501,0.000353501
