epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,1794.58,1.05308,0.88658,1.231,0.82737,0.62682,0.70915,0.29413,2.00088,1.09262,1.92013,0.000530216,0.000530216,0.000530216
54,1825.72,1.0483,0.87557,1.21989,0.78717,0.66681,0.71897,0.37065,1.67508,1.04424,1.61964,0.000526682,0.000526682,0.000526682
55,1857.02,1.03392,0.85635,1.21436,0.85008,0.6634,0.7382,0.37231,1.68639,1.01527,1.58576,0.000523148,0.000523148,0.000523148
56,1888.57,1.05037,0.86075,1.21037,0.83295,0.65256,0.72731,0.36121,1.75593,1.01905,1.65002,0.000519613,0.000519613,0.000519613
57,1920.64,1.03176,0.85972,1.20827,0.8631,0.68719,0.74823,0.35593,1.80516,0.98535,1.68729,0.000516079,0.000516079,0.000516079
58,1952.37,1.03608,0.86101,1.2146,0.8614,0.6622,0.73997,0.40091,1.57435,0.9671,1.51474,0.000512545,0.000512545,0.000512545
59,1984.14,1.02674,0.83902,1.21088,0.8531,0.66357,0.73341,0.33549,1.84419,1.01162,1.74642,0.000509011,0.000509011,0.000509011
60,2015.81,1.01079,0.83053,1.20339,0.87943,0.67385,0.74755,0.35276,1.77312,0.99221,1.72202,0.000505476,0.000505476,0.000505476
61,2047.54,1.01508,0.83239,1.20256,0.88391,0.68216,0.74658,0.36052,1.80743,1.00142,1.72056,0.000501942,0.000501942,0.000501942
62,2079.14,1.02821,0.84221,1.20355,0.86353,0.69895,0.76182,0.36527,1.77483,0.95859,1.66838,0.000498408,0.000498408,0.000498408
63,2110.73,1.00979,0.81473,1.19429,0.87714,0.67708,0.73775,0.38153,1.65522,0.96315,1.60107,0.000494873,0.000494873,0.000494873
64,2142.59,1.01225,0.82565,1.19655,0.84874,0.65828,0.74155,0.42631,1.47104,0.93548,1.43895,0.000491339,0.000491339,0.000491339
65,2174.58,1.0196,0.82201,1.20391,0.82742,0.69348,0.74011,0.332,1.86352,0.99087,1.77409,0.000487805,0.000487805,0.000487805
66,2206.54,0.99854,0.81356,1.18852,0.85548,0.67563,0.75915,0.42199,1.51213,0.92341,1.50169,0.000484271,0.000484271,0.000484271
67,2238.78,0.99958,0.80731,1.19115,0.86966,0.66844,0.74457,0.39534,1.62545,0.95246,1.58527,0.000480736,0.000480736,0.000480736
68,2269.71,1.01059,0.81596,1.19272,0.87246,0.69372,0.78021,0.3968,1.6844,0.89623,1.58086,0.000477202,0.000477202,0.000477202
69,2300.46,0.99809,0.80901,1.18627,0.84952,0.69652,0.76223,0.3462,1.8334,0.98526,1.74357,0.000473668,0.000473668,0.000473668
70,2329.86,1.00286,0.80957,1.19304,0.86662,0.70049,0.77836,0.38969,1.67833,0.91468,1.59542,0.000470133,0.000470133,0.000470133
71,2359.48,0.99812,0.80707,1.18819,0.87582,0.67413,0.75124,0.40641,1.53184,0.92072,1.51633,0.000466599,0.000466599,0.000466599
72,2388.84,0.99509,0.79913,1.18474,0.80908,0.69766,0.75917,0.42372,1.48568,0.90253,1.4479,0.000463065,0.000463065,0.000463065
73,2418.71,0.99523,0.79955,1.18288,0.85648,0.67989,0.76903,0.42859,1.50467,0.88931,1.48103,0.00045953,0.00045953,0.00045953
74,2448.75,0.98696,0.79105,1.18286,0.85509,0.68979,0.76399,0.34975,1.85086,0.95528,1.77913,0.000455996,0.000455996,0.000455996
75,2478.63,0.98368,0.78637,1.175,0.82858,0.65949,0.74063,0.39808,1.56845,0.96555,1.5115,0.000452462,0.000452462,0.000452462
76,2508.11,0.97625,0.78356,1.17415,0.82624,0.70288,0.76111,0.42239,1.5008,0.90976,1.50023,0.000448928,0.000448928,0.000448928
77,2537.82,0.97261,0.77596,1.16408,0.85395,0.70529,0.77181,0.40716,1.63615,0.88543,1.61254,0.000445393,0.000445393,0.000445393
78,2567.6,0.9834,0.7813,1.17384,0.83995,0.70516,0.76968,0.41693,1.58521,0.85364,1.54108,0.000441859,0.000441859,0.000441859
79,2596.97,0.96591,0.76892,1.17207,0.87752,0.70517,0.76634,0.39626,1.63242,0.88841,1.57642,0.000438325,0.000438325,0.000438325
80,2626.32,0.97455,0.77021,1.16411,0.85525,0.70589,0.7666,0.41387,1.57505,0.86396,1.53123,0.00043479,0.00043479,0.00043479
81,2655.76,0.98264,0.77874,1.17553,0.89845,0.68931,0.77027,0.39797,1.65552,0.89585,1.58468,0.000431256,0.000431256,0.000431256
82,2685.71,0.97075,0.76801,1.17026,0.88604,0.68859,0.77211,0.41642,1.58214,0.87517,1.51659,0.000427722,0.000427722,0.000427722
83,2715.26,0.97194,0.76579,1.16787,0.85575,0.72196,0.7741,0.39645,1.68927,0.87244,1.60339,0.000424187,0.000424187,0.000424187
84,2744.77,0.96384,0.76316,1.16376,0.869,0.68828,0.75974,0.43583,1.45469,0.84696,1.44724,0.000420653,0.000420653,0.000420653
85,2774.55,0.96476,0.75485,1.16374,0.87106,0.69923,0.76522,0.39239,1.68161,0.87489,1.61263,0.000417119,0.000417119,0.000417119
86,2804.22,0.97306,0.76105,1.16391,0.85147,0.71921,0.77709,0.39436,1.71705,0.89368,1.6331,0.000413584,0.000413584,0.000413584
87,2833.56,0.9597,0.75395,1.15996,0.86084,0.684,0.75449,0.42321,1.54275,0.90274,1.49772,0.00041005,0.00041005,0.00041005
88,2863.42,0.96536,0.75196,1.15939,0.85625,0.7154,0.78224,0.43137,1.52778,0.85796,1.47873,0.000406516,0.000406516,0.000406516
89,2893.25,0.96499,0.75659,1.15722,0.87838,0.69574,0.7674,0.44954,1.45399,0.85307,1.45274,0.000402982,0.000402982,0.000402982
90,2922.84,0.95429,0.74836,1.15541,0.86069,0.68803,0.76816,0.42227,1.5578,0.86793,1.51326,0.000399447,0.000399447,0.000399447
91,2952.61,0.94813,0.7361,1.1555,0.90173,0.67743,0.77558,0.44338,1.49536,0.84634,1.47209,0.000395913,0.000395913,0.000395913
92,2982.46,0.94216,0.73001,1.14454,0.90532,0.71006,0.78055,0.42068,1.59587,0.8649,1.53923,0.000392379,0.000392379,0.000392379
93,3012.2,0.95564,0.74022,1.15482,0.88091,0.69452,0.7726,0.43939,1.51149,0.84247,1.46699,0.000388844,0.000388844,0.000388844
94,3041.93,0.95675,0.73761,1.14919,0.88408,0.71644,0.78603,0.43237,1.54332,0.83378,1.51757,0.00038531,0.00038531,0.00038531
95,3071.56,0.94501,0.72684,1.14976,0.90471,0.70595,0.78301,0.4526,1.47709,0.82251,1.46178,0.000381776,0.000381776,0.000381776
96,3101.3,0.93572,0.71887,1.14062,0.87591,0.68667,0.77096,0.45067,1.43045,0.83418,1.41543,0.000378242,0.000378242,0.000378242
97,3131.11,0.93672,0.7255,1.1475,0.87652,0.68639,0.77266,0.43811,1.50898,0.82588,1.46097,0.000374707,0.000374707,0.000374707
98,3160.94,0.93226,0.71732,1.14324,0.89432,0.68353,0.77314,0.47698,1.36856,0.79301,1.35205,0.000371173,0.000371173,0.000371173
99,3190.61,0.93541,0.72223,1.14513,0.89077,0.70454,0.78504,0.42722,1.60103,0.82809,1.53566,0.000367639,0.000367639,0.000367639
100,3220.1,0.93138,0.72168,1.14225,0.88333,0.70529,0.78812,0.43123,1.57383,0.82719,1.4983,0.000364104,0.000364104,0.000364104
101,3249.81,0.92626,0.71897,1.13677,0.86408,0.69892,0.77552,0.44332,1.52127,0.8357,1.48692,0.00036057,0.00036057,0.00036057
102,3279.42,0.93421,0.71567,1.14207,0.8664,0.69756,0.7702,0.41904,1.62731,0.8337,1.565,0.000357036,0.000357036,0.000357036
103,3309.14,0.92312,0.7071,1.133,0.86153,0.72451,0.7875,0.44963,1.51441,0.81499,1.46714,0.000353501,0.000353501,0.000353501
104,3338.72,0.92958,0.7099,1.14046,0.88807,0.7046,0.78713,0.47644,1.40338,0.78873,1.38505,0.000349967,0.000349967,0.000349967
105,3368.41,0.92545,0.70358,1.13626,0.8581,0.73505,0.78149,0.44487,1.51104,0.79205,1.4767,0.000346433,0.000346433,0.000346433
106,3398.19,0.91819,0.69997,1.1354,0.8473,0.72755,0.78054,0.43463,1.56382,0.81893,1.49278,0.000342899,0.000342899,0.000342899
107,3427.84,0.90909,0.68814,1.12792,0.89067,0.71232,0.79076,0.44191,1.54198,0.81796,1.49561,0.000339364,0.000339364,0.000339364
108,3457.38,0.91284,0.69569,1.12746,0.89787,0.70918,0.78619,0.46357,1.45557,0.79561,1.42906,0.00033583,0.00033583,0.00033583
109,3487.06,0.92066,0.70077,1.12858,0.89235,0.71235,0.79049,0.45888,1.4537,0.80086,1.42824,0.000332296,0.000332296,0.000332296
110,3516.64,0.91301,0.69159,1.12574,0.8765,0.72265,0.78936,0.44899,1.5315,0.82995,1.49709,0.000328761,0.000328761,0.000328761
111,3546.39,0.90927,0.6895,1.12524,0.86236,0.72961,0.79966,0.4675,1.46998,0.79067,1.43674,0.000325227,0.000325227,0.000325227
112,3575.93,0.90006,0.68614,1.1216,0.86,0.70557,0.78682,0.43201,1.56968,0.8279,1.51594,0.000321693,0.000321693,0.000321693
113,3605.61,0.90661,0.69128,1.12169,0.87733,0.70708,0.77697,0.43733,1.53755,0.81066,1.47365,0.000318158,0.000318158,0.000318158
