epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
17,870.611,1.25871,1.23882,1.34279,0.72442,0.57329,0.61149,0.30225,1.80483,1.26786,1.72699,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
18,919.876,1.23068,1.22549,1.33292,0.7141,0.53943,0.57359,0.28259,1.8029,1.3572,1.71689,0.0287377,0.00957925,0.0287377,0.00957925,0.0287377,0.00957925,0.0287377,0.00957925
19,969.133,1.23409,1.19976,1.33164,0.73862,0.54651,0.5978,0.28991,1.81353,1.261,1.73563,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545
20,1018.39,1.23805,1.1988,1.33339,0.73444,0.55888,0.61046,0.30214,1.79473,1.31882,1.70882,0.0285893,0.00952975,0.0285893,0.00952975,0.0285893,0.00952975,0.0285893,0.00952975
21,1067.51,1.22031,1.17738,1.3234,0.69623,0.56601,0.5934,0.29598,1.78471,1.30651,1.73516,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
22,1116.55,1.21933,1.16824,1.3208,0.73684,0.56391,0.59743,0.299,1.76583,1.25036,1.67261,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025,0.0284408,0.00948025
23,1168.71,1.21925,1.14471,1.31462,0.76895,0.56682,0.63255,0.30951,1.75844,1.23925,1.69518,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
24,1221.79,1.20842,1.1491,1.31478,0.72412,0.60575,0.62724,0.3266,1.73527,1.20126,1.67909,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075,0.0282922,0.00943075
25,1271.43,1.1967,1.12161,1.30766,0.73476,0.59325,0.62786,0.31832,1.71024,1.20184,1.64997,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
26,1320.56,1.19989,1.11068,1.30192,0.71557,0.57222,0.60183,0.2961,1.79702,1.21567,1.72387,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125,0.0281437,0.00938125
27,1370.01,1.18806,1.10564,1.29845,0.7382,0.59456,0.62656,0.32348,1.74151,1.17053,1.68974,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
28,1422.84,1.18109,1.08492,1.28499,0.73584,0.55994,0.59833,0.30031,1.84297,1.24741,1.73185,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175,0.0279952,0.00933175
29,1470.25,1.18169,1.08182,1.28778,0.77918,0.5982,0.64629,0.33371,1.71136,1.11264,1.63119,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
30,1516.67,1.17381,1.06976,1.27888,0.75912,0.54636,0.5964,0.2926,1.82328,1.2315,1.72169,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225,0.0278467,0.00928225
31,1563.03,1.17593,1.06757,1.27919,0.73374,0.5797,0.62457,0.31163,1.78957,1.21391,1.68834,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
32,1609.42,1.16356,1.05524,1.2755,0.73896,0.58708,0.62872,0.32806,1.76063,1.14084,1.66981,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275,0.0276982,0.00923275
33,1655.92,1.16375,1.04102,1.26891,0.71294,0.6105,0.64143,0.317,1.81426,1.19215,1.72102,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
34,1702.29,1.15127,1.02865,1.2651,0.77579,0.59944,0.64865,0.33009,1.69082,1.14686,1.6142,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325,0.0275497,0.00918325
35,1748.6,1.15939,1.02484,1.26666,0.76239,0.62213,0.66443,0.34395,1.75376,1.10586,1.63073,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
36,1795.01,1.14703,1.02753,1.26318,0.79659,0.59093,0.65427,0.33808,1.72514,1.12236,1.65285,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375,0.0274012,0.00913375
37,1841.3,1.14544,1.01315,1.2592,0.70266,0.59296,0.61388,0.32,1.76346,1.12967,1.66222,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
38,1887.74,1.14576,1.01309,1.26415,0.76816,0.59525,0.64553,0.3348,1.7136,1.06063,1.63592,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425,0.0272527,0.00908425
39,1934.24,1.12625,0.99866,1.24803,0.75958,0.57213,0.63458,0.31269,1.83879,1.14971,1.73418,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
40,1980.58,1.12559,0.9833,1.24678,0.78567,0.58446,0.64874,0.34076,1.74825,1.07215,1.65507,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475,0.0271042,0.00903475
41,2027.07,1.13285,0.98031,1.2464,0.76801,0.63604,0.6804,0.37414,1.61516,1.01782,1.55858,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
42,2073.56,1.12582,0.97693,1.24316,0.73337,0.59345,0.63284,0.32446,1.77631,1.11457,1.66808,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525,0.0269558,0.00898525
43,2119.8,1.11884,0.96573,1.24218,0.78116,0.61449,0.66414,0.35812,1.64522,1.04938,1.5787,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
44,2166.32,1.12121,0.9714,1.24442,0.76206,0.61207,0.66361,0.35011,1.71895,1.06641,1.62027,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575,0.0268072,0.00893575
45,2212.83,1.10702,0.9583,1.23758,0.70655,0.61442,0.63759,0.32813,1.79484,1.09417,1.69192,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
46,2259.36,1.11639,0.95315,1.23844,0.79112,0.58851,0.64743,0.35103,1.68882,1.04883,1.60817,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625,0.0266587,0.00888625
47,2305.71,1.10433,0.94915,1.23521,0.72279,0.57228,0.61124,0.30858,1.79506,1.16431,1.68867,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
48,2352.02,1.10428,0.94632,1.23353,0.77622,0.60313,0.65509,0.33069,1.77504,1.05415,1.6739,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675,0.0265103,0.00883675
49,2398.43,1.10028,0.93609,1.23327,0.76909,0.63254,0.66139,0.34366,1.73283,1.04523,1.66253,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
50,2444.95,1.09537,0.92853,1.22352,0.74794,0.61733,0.64568,0.33073,1.83263,1.05431,1.72962,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725,0.0263617,0.00878725
51,2491.28,1.08865,0.93274,1.22855,0.77044,0.61639,0.64321,0.33627,1.77448,1.06083,1.67362,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
52,2537.55,1.09727,0.92616,1.22871,0.79954,0.60124,0.65911,0.35188,1.71473,1.03899,1.62889,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775,0.0262133,0.00873775
53,2583.85,1.08938,0.92613,1.22324,0.80475,0.62166,0.66912,0.35727,1.69116,0.99853,1.61432,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
54,2630.22,1.0812,0.91345,1.21805,0.81304,0.61721,0.67605,0.36526,1.68944,0.99525,1.59835,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825
55,2676.58,1.08561,0.90829,1.21844,0.79895,0.65907,0.69673,0.3708,1.64298,0.98836,1.58939,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
56,2723.05,1.08777,0.90714,1.21366,0.7971,0.64419,0.68283,0.36008,1.67315,0.99843,1.60124,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875
57,2769.61,1.06804,0.89242,1.20859,0.78845,0.63649,0.68499,0.37561,1.62869,1.00597,1.58111,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
58,2816.11,1.07187,0.88999,1.20922,0.78171,0.64227,0.67949,0.36291,1.67996,1.00551,1.60221,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925
59,2862.47,1.07249,0.89366,1.20969,0.78446,0.65207,0.70143,0.39198,1.56714,0.92959,1.51395,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
60,2908.9,1.06948,0.89408,1.20834,0.79315,0.62264,0.67319,0.36258,1.69624,1.01231,1.61138,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975
61,2955.31,1.06356,0.87329,1.20306,0.79758,0.63901,0.70022,0.36594,1.69424,0.97585,1.60429,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
62,3001.78,1.07268,0.88889,1.20783,0.80657,0.60483,0.67557,0.35045,1.70617,0.99593,1.6346,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025
63,3048.12,1.06377,0.8813,1.20714,0.79137,0.64299,0.68389,0.36766,1.68201,0.98963,1.61179,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
64,3094.3,1.05157,0.87924,1.20361,0.80358,0.64155,0.69853,0.37491,1.62855,0.94914,1.56696,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075,0.0253223,0.00844075
65,3140.77,1.05903,0.87419,1.19389,0.79825,0.63512,0.67398,0.36017,1.6892,0.96746,1.61465,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
66,3187.13,1.0602,0.87402,1.19799,0.75907,0.63239,0.67782,0.38288,1.61861,0.9659,1.5642,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125,0.0251737,0.00839125
67,3233.54,1.05326,0.87125,1.19853,0.7912,0.64405,0.6914,0.35436,1.73418,0.95554,1.64568,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
68,3280.22,1.05462,0.86199,1.19527,0.79613,0.63763,0.68081,0.35787,1.70382,0.99627,1.6482,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175,0.0250252,0.00834175
69,3326.81,1.04328,0.86041,1.19089,0.77528,0.65715,0.68192,0.36427,1.68468,0.97168,1.62591,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
70,3373.1,1.04913,0.85584,1.18978,0.81933,0.65059,0.70299,0.37604,1.67235,0.92127,1.60591,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225,0.0248767,0.00829225
71,3419.6,1.05271,0.85648,1.19275,0.81536,0.62788,0.68935,0.37282,1.65803,0.9205,1.60695,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
72,3465.94,1.03522,0.84784,1.18134,0.83775,0.65931,0.71141,0.38207,1.64585,0.93969,1.58672,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275,0.0247282,0.00824275
73,3512.12,1.03639,0.8423,1.18338,0.77924,0.65045,0.68836,0.37245,1.65067,0.98079,1.58489,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
74,3558.55,1.02771,0.83777,1.18734,0.81953,0.63533,0.68904,0.37944,1.66616,0.9851,1.60571,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325,0.0245797,0.00819325
75,3604.95,1.04276,0.85257,1.18943,0.83319,0.64216,0.69552,0.37691,1.67379,0.94771,1.61397,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
76,3651.33,1.02016,0.82842,1.18097,0.80772,0.63764,0.70307,0.38263,1.61844,0.95164,1.58907,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375,0.0244312,0.00814375
77,3697.71,1.03205,0.84184,1.18316,0.84727,0.678,0.7148,0.3738,1.69899,0.91877,1.64577,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
78,3744.02,1.03057,0.82402,1.17429,0.8279,0.66165,0.70593,0.37805,1.69183,0.92826,1.61296,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425,0.0242827,0.00809425
79,3790.33,1.03297,0.83364,1.18117,0.8543,0.65315,0.70863,0.37711,1.66246,0.92733,1.60712,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
80,3836.64,1.02446,0.82366,1.17476,0.83449,0.67833,0.72633,0.38855,1.63177,0.89102,1.56871,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475,0.0241342,0.00804475
81,3882.92,1.0182,0.81821,1.17025,0.86916,0.64964,0.71345,0.37835,1.65917,0.91626,1.61423,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
82,3929.19,1.02078,0.81976,1.17098,0.8084,0.67523,0.71523,0.39024,1.60997,0.91013,1.56269,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525,0.0239858,0.00799525
83,3975.43,1.01161,0.81531,1.17095,0.84882,0.64083,0.70781,0.3858,1.61979,0.92879,1.56206,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
84,4021.86,1.01641,0.80784,1.17109,0.79907,0.68053,0.71139,0.38358,1.63431,0.89958,1.56755,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575,0.0238373,0.00794575
85,4068.21,1.01651,0.80862,1.17223,0.78338,0.66848,0.69526,0.37984,1.64317,0.93534,1.5818,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
86,4114.7,1.01842,0.81334,1.17063,0.85913,0.63974,0.7061,0.38623,1.63544,0.92427,1.55349,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625,0.0236888,0.00789625
87,4161.06,1.01546,0.80532,1.16729,0.84577,0.64455,0.70597,0.37163,1.6942,0.94034,1.61064,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
88,4207.45,1.00376,0.80652,1.16378,0.79554,0.63554,0.68463,0.35785,1.74462,0.96201,1.65347,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675,0.0235402,0.00784675
89,4253.94,0.99903,0.8009,1.16507,0.83972,0.66005,0.72186,0.39132,1.59904,0.89517,1.53455,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
90,4300.35,0.99603,0.79533,1.15744,0.84036,0.65984,0.72366,0.39701,1.62725,0.86444,1.56793,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725,0.0233917,0.00779725
91,4346.81,1.00553,0.79741,1.16642,0.81935,0.66707,0.70955,0.37966,1.64436,0.92077,1.57505,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
92,4393.32,1.00775,0.79159,1.16277,0.82614,0.66842,0.7014,0.38491,1.62995,0.89165,1.55648,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775,0.0232433,0.00774775
93,4439.52,0.99893,0.79114,1.16186,0.81031,0.66925,0.70437,0.38006,1.62613,0.90215,1.57698,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
94,4485.85,0.98791,0.77735,1.15598,0.82469,0.65585,0.70087,0.38518,1.61582,0.90755,1.5664,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825,0.0230947,0.00769825
95,4532.35,1.00313,0.78614,1.15817,0.83435,0.65143,0.70088,0.38102,1.64723,0.90669,1.58676,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
96,4578.64,0.99958,0.7834,1.16099,0.82515,0.65142,0.69934,0.38175,1.66234,0.90485,1.59512,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875,0.0229462,0.00764875
97,4625.22,0.99046,0.78555,1.15405,0.83128,0.67802,0.71192,0.40364,1.60436,0.8732,1.55047,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
98,4671.6,0.99049,0.78444,1.15495,0.84769,0.66167,0.7171,0.40038,1.58641,0.87099,1.559,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925,0.0227978,0.00759925
99,4718.07,0.98496,0.77192,1.15185,0.8319,0.66451,0.71092,0.39344,1.61359,0.87427,1.55133,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
100,4764.41,0.98528,0.77583,1.15276,0.8346,0.67212,0.72119,0.39897,1.56527,0.85677,1.51459,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975,0.0226492,0.00754975
101,4810.78,0.98742,0.7797,1.14994,0.82862,0.66419,0.71794,0.38971,1.64279,0.87995,1.58924,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,4857.03,0.9801,0.77266,1.15229,0.82631,0.64622,0.6856,0.39344,1.60185,0.88927,1.54794,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025,0.0225007,0.00750025
103,4903.58,0.98698,0.77161,1.15278,0.84516,0.65817,0.72046,0.3984,1.6101,0.87714,1.54156,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
104,4949.98,0.97659,0.76442,1.14622,0.84468,0.6371,0.71389,0.4038,1.61112,0.85118,1.55547,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075,0.0223522,0.00745075
105,4996.02,0.98608,0.77341,1.14986,0.8115,0.67245,0.72265,0.40229,1.58136,0.86029,1.53505,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
106,5042.06,0.97601,0.76291,1.14436,0.86298,0.67938,0.73074,0.41513,1.56041,0.83911,1.52282,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125,0.0222038,0.00740125
107,5088.33,0.97674,0.76526,1.14518,0.84525,0.6787,0.73781,0.41547,1.56601,0.82556,1.53614,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
108,5134.43,0.97913,0.75997,1.14537,0.84226,0.66957,0.71595,0.39716,1.62261,0.86154,1.57706,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175,0.0220552,0.00735175
109,5180.6,0.97413,0.75766,1.14144,0.843,0.67305,0.72402,0.4032,1.59155,0.83929,1.55471,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
110,5226.65,0.97685,0.76537,1.14803,0.8502,0.67307,0.7287,0.40238,1.62138,0.85729,1.57878,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225,0.0219067,0.00730225
111,5272.92,0.97303,0.75131,1.14064,0.86157,0.66726,0.7186,0.39491,1.62048,0.85466,1.56827,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
112,5319.07,0.97606,0.75447,1.14353,0.8593,0.64367,0.70278,0.39323,1.62203,0.855,1.57031,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275,0.0217582,0.00725275
113,5365.16,0.9681,0.74738,1.1389,0.87259,0.66172,0.71841,0.40783,1.61276,0.84649,1.56322,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
114,5411.23,0.97197,0.75215,1.13954,0.85642,0.6687,0.72716,0.41571,1.56483,0.83378,1.53026,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325,0.0216098,0.00720325
115,5457.48,0.97315,0.75031,1.13676,0.82042,0.6786,0.71669,0.39807,1.62444,0.86081,1.57434,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
116,5503.64,0.96796,0.75128,1.14111,0.84332,0.67208,0.71975,0.39942,1.61906,0.86741,1.54903,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375,0.0214612,0.00715375
117,5549.65,0.9762,0.75004,1.13818,0.84144,0.67284,0.71751,0.4081,1.62313,0.86588,1.55362,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
118,5595.69,0.97063,0.74558,1.13611,0.82932,0.67171,0.71746,0.40783,1.61605,0.85017,1.56812,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425,0.0213127,0.00710425
119,5641.81,0.96971,0.74398,1.13693,0.8586,0.6666,0.73379,0.41528,1.56924,0.83147,1.55274,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
120,5687.98,0.95956,0.74122,1.13515,0.82999,0.68302,0.72279,0.39761,1.61311,0.84689,1.57841,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475,0.0211642,0.00705475
121,5734.34,0.96143,0.73783,1.13342,0.85922,0.67017,0.72453,0.40866,1.58414,0.8361,1.55185,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
122,5780.66,0.95986,0.7412,1.13434,0.84576,0.67856,0.71505,0.39461,1.61356,0.85962,1.5745,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525,0.0210157,0.00700525
123,5826.64,0.96206,0.74363,1.13361,0.87547,0.67959,0.73875,0.4141,1.554,0.81443,1.53171,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
124,5872.65,0.96384,0.74066,1.13672,0.86271,0.66854,0.72876,0.40556,1.58008,0.84315,1.54957,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575,0.0208673,0.00695575
125,5918.96,0.95076,0.72972,1.12392,0.82803,0.69168,0.72484,0.40351,1.6151,0.84012,1.58688,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,5965.21,0.95084,0.72197,1.12859,0.84509,0.68757,0.72459,0.41119,1.56764,0.83235,1.55873,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,6011.2,0.95864,0.73476,1.13157,0.85383,0.68314,0.72821,0.40834,1.5764,0.83568,1.55152,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,6057.43,0.94373,0.72219,1.12277,0.8475,0.67573,0.72345,0.40579,1.59394,0.81929,1.56963,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,6103.59,0.95257,0.72872,1.1278,0.84888,0.67471,0.73522,0.41171,1.56764,0.81879,1.56385,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,6149.4,0.94411,0.72547,1.13091,0.85976,0.64987,0.71952,0.40078,1.62421,0.84846,1.59992,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,6195.57,0.94949,0.72864,1.12536,0.83503,0.68283,0.72624,0.41654,1.58949,0.82628,1.57206,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,6241.86,0.94972,0.72345,1.12359,0.84498,0.67356,0.72994,0.40552,1.58781,0.81955,1.56875,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,6288.14,0.94757,0.7275,1.12457,0.84241,0.69676,0.73657,0.41092,1.57753,0.82366,1.55881,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
