epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,1246.07,1.11061,1.0609,1.26187,0.72703,0.5999,0.61991,0.31295,1.81876,1.21924,1.7498,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,1284.98,1.09984,1.05739,1.26225,0.70574,0.60252,0.63058,0.32738,1.7099,1.12258,1.65307,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,1324.23,1.09111,1.02931,1.25009,0.74811,0.57779,0.62897,0.32915,1.69422,1.15954,1.65222,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,1363.58,1.09641,1.03205,1.25147,0.76258,0.59055,0.6381,0.32167,1.8349,1.14933,1.74691,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,1402.94,1.09406,1.02427,1.25261,0.77017,0.58123,0.64627,0.34926,1.66988,1.14605,1.6336,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,1442.03,1.08727,1.00982,1.24655,0.77701,0.56962,0.63163,0.32397,1.78309,1.15892,1.70957,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,1481.08,1.07417,1.00403,1.24077,0.77899,0.58722,0.63799,0.31989,1.81193,1.14078,1.74336,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,1520.45,1.08015,0.99457,1.23877,0.77032,0.59215,0.63668,0.32188,1.7505,1.09516,1.67705,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,1559.72,1.07987,0.99314,1.23602,0.70748,0.58158,0.63148,0.34146,1.72437,1.12237,1.66373,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,1598.89,1.07348,0.99204,1.2369,0.77356,0.61698,0.65195,0.34155,1.70772,1.13904,1.65897,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,1638.13,1.05775,0.97981,1.2313,0.76093,0.56127,0.62758,0.33128,1.75044,1.17969,1.68978,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,1677.54,1.06242,0.97765,1.22238,0.75843,0.59803,0.65206,0.34201,1.75781,1.14941,1.699,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,1716.65,1.06351,0.95507,1.22278,0.77924,0.59135,0.64871,0.30784,1.81306,1.1173,1.76877,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,1755.91,1.05695,0.95622,1.22084,0.78011,0.57955,0.65153,0.33611,1.71519,1.14396,1.67483,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,1795.21,1.04707,0.96163,1.22065,0.73117,0.62752,0.65136,0.32565,1.78755,1.10744,1.69854,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,1834.39,1.05007,0.94311,1.22152,0.76253,0.61721,0.66145,0.35049,1.66458,1.05776,1.6486,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,1873.68,1.04118,0.94117,1.21236,0.79073,0.60517,0.66637,0.34461,1.73716,1.07037,1.69908,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,1913.02,1.04732,0.93169,1.21058,0.79003,0.61301,0.68348,0.34881,1.70339,1.04229,1.67665,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,1952.22,1.04294,0.9283,1.21114,0.75078,0.64217,0.67475,0.34733,1.71949,1.04462,1.68229,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,1991.4,1.0306,0.91989,1.20807,0.74993,0.60861,0.64787,0.34977,1.69403,1.10554,1.64554,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,2030.77,1.03481,0.90777,1.20303,0.76861,0.61105,0.65951,0.32825,1.77356,1.08067,1.70934,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,2069.75,1.02659,0.90695,1.20178,0.80798,0.59094,0.67429,0.33944,1.76532,1.07497,1.71682,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,2108.87,1.02417,0.90823,1.20559,0.77555,0.59137,0.64604,0.32999,1.78518,1.06547,1.69204,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,2148.07,1.01535,0.88903,1.19451,0.80531,0.63823,0.69136,0.34941,1.70375,1.01917,1.66748,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,2187.27,1.01742,0.89843,1.19567,0.73559,0.64979,0.68131,0.36027,1.67715,1.06592,1.62613,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,2226.2,1.01747,0.89498,1.19566,0.7686,0.6025,0.65084,0.32197,1.77386,1.11061,1.69612,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,2265.54,1.00891,0.87432,1.18492,0.79582,0.63507,0.68293,0.36568,1.68192,0.99868,1.60834,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,2304.8,1.01973,0.88493,1.19281,0.83055,0.62609,0.69457,0.35797,1.73039,0.99603,1.67148,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,2343.82,0.9979,0.87211,1.18657,0.78303,0.63134,0.68418,0.36742,1.6611,1.02459,1.62028,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,2382.89,1.0132,0.87427,1.18685,0.811,0.64187,0.70378,0.36535,1.70565,1.00978,1.62836,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,2422.07,0.99227,0.86433,1.17823,0.79696,0.65912,0.71595,0.38274,1.61908,0.95422,1.57419,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,2461.18,1.00081,0.86641,1.1834,0.77918,0.62795,0.66814,0.34323,1.75457,1.05936,1.69768,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,2500.34,0.99882,0.85361,1.18442,0.82609,0.63969,0.71139,0.3655,1.67919,0.99832,1.61969,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,2539.57,0.98962,0.84624,1.17756,0.82113,0.66409,0.70967,0.38824,1.60493,0.92976,1.54745,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,2578.68,0.99518,0.85149,1.17703,0.83705,0.65086,0.70874,0.34691,1.78957,0.96777,1.69485,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,2617.64,0.99227,0.84795,1.17661,0.85006,0.64473,0.71594,0.39841,1.604,0.94877,1.55921,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,2656.99,0.99005,0.83661,1.17092,0.83503,0.66421,0.72373,0.38483,1.61792,0.95171,1.55896,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,2696.2,0.97351,0.83677,1.1637,0.82259,0.62101,0.69061,0.35388,1.70779,1.00446,1.66822,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,2735.26,0.98637,0.83697,1.17155,0.83232,0.64879,0.69968,0.37635,1.69686,0.97491,1.65393,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,2774.69,0.98347,0.83454,1.16894,0.78934,0.64865,0.68783,0.37319,1.67361,0.9972,1.62146,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,2814.01,0.98058,0.82491,1.1643,0.85108,0.62645,0.69914,0.3711,1.68674,0.98823,1.63985,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,2853.16,0.97819,0.82544,1.16253,0.78937,0.62361,0.6744,0.35633,1.75522,1.00294,1.68431,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,2892.4,0.96739,0.82289,1.16006,0.78981,0.64854,0.68704,0.36723,1.7415,1.0026,1.69422,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,2931.54,0.97392,0.82164,1.1599,0.78056,0.6673,0.69427,0.37776,1.69415,0.97707,1.6289,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,2970.66,0.96473,0.80695,1.15692,0.80859,0.64426,0.70677,0.37374,1.69115,0.94705,1.64531,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,3009.68,0.97209,0.81601,1.15909,0.79344,0.64419,0.68684,0.36617,1.72269,0.96417,1.66212,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,3049.07,0.95934,0.81338,1.15759,0.83176,0.64202,0.6945,0.38368,1.65279,0.95814,1.60142,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,3088.01,0.96257,0.80859,1.15677,0.82582,0.6596,0.70988,0.40776,1.58478,0.9237,1.53849,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,3127.35,0.9538,0.80266,1.15325,0.81101,0.65554,0.70887,0.39477,1.60185,0.94301,1.55987,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,3166.61,0.95557,0.79521,1.14985,0.81454,0.64964,0.70109,0.37878,1.61473,0.97415,1.57847,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,3205.66,0.94792,0.79246,1.14828,0.8085,0.65709,0.69757,0.3919,1.64562,0.95415,1.60537,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,3244.93,0.9607,0.79814,1.15111,0.81273,0.61213,0.6692,0.36482,1.70779,1.01121,1.66159,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,3284.14,0.94496,0.78721,1.14343,0.83864,0.65969,0.71575,0.39639,1.61822,0.92393,1.56856,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,3323.14,0.94651,0.78875,1.14771,0.8228,0.6411,0.69902,0.38105,1.66919,0.96898,1.61604,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,3362.37,0.95009,0.79285,1.14466,0.82103,0.63505,0.68346,0.37301,1.71962,0.98201,1.63335,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,3401.74,0.94515,0.77988,1.13912,0.82675,0.60948,0.67441,0.37181,1.68458,0.9896,1.64088,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,3440.95,0.94786,0.78545,1.14246,0.80601,0.67254,0.70962,0.39141,1.68932,0.91585,1.62868,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,3480.1,0.93422,0.77581,1.13921,0.85061,0.65227,0.71337,0.40391,1.60678,0.92001,1.55804,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,3519.24,0.93353,0.77697,1.14327,0.80258,0.65044,0.69961,0.3881,1.66086,0.93304,1.61174,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,3558.28,0.94132,0.78657,1.14003,0.80281,0.6509,0.70092,0.38922,1.5961,0.92633,1.56632,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,3597.58,0.93914,0.77254,1.13689,0.82373,0.65981,0.71044,0.40634,1.55284,0.91538,1.53703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,3636.52,0.92653,0.76316,1.13122,0.78718,0.65544,0.69106,0.38899,1.58702,0.92451,1.55058,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,3675.8,0.92961,0.7704,1.1328,0.82938,0.68239,0.71737,0.38732,1.66918,0.92041,1.60594,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,3715.19,0.92652,0.76115,1.12834,0.81924,0.68929,0.72211,0.4051,1.60896,0.85811,1.56061,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,3754.38,0.92828,0.7635,1.13207,0.81049,0.65867,0.70146,0.38072,1.67491,0.91879,1.61989,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,3793.53,0.92485,0.75617,1.12748,0.84647,0.6535,0.70863,0.38086,1.69068,0.93696,1.63005,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,3832.67,0.92549,0.75398,1.13049,0.83691,0.65086,0.71952,0.40534,1.62052,0.91181,1.57729,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,3871.96,0.92448,0.75057,1.12815,0.82703,0.65093,0.70129,0.38949,1.62779,0.91005,1.58705,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,3911.07,0.92552,0.75902,1.12512,0.83556,0.66103,0.69942,0.38027,1.70206,0.91893,1.63348,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,3950.11,0.9159,0.75248,1.12789,0.82144,0.67098,0.71917,0.40603,1.60728,0.88636,1.54164,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,3989.36,0.91421,0.74442,1.12193,0.79691,0.69158,0.72399,0.40088,1.58001,0.8588,1.54465,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,4028.6,0.91189,0.74049,1.12082,0.81392,0.70443,0.72486,0.39938,1.58311,0.88338,1.54287,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,4068.07,0.90889,0.73897,1.1211,0.83451,0.68142,0.7273,0.41326,1.58293,0.86476,1.54329,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,4107.48,0.91806,0.74367,1.12638,0.82969,0.6959,0.73167,0.4079,1.59632,0.84462,1.55463,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,4146.8,0.9235,0.74001,1.1218,0.84891,0.65904,0.72384,0.40358,1.57996,0.86941,1.53725,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,4186.1,0.90431,0.73496,1.11838,0.77946,0.68551,0.70976,0.39552,1.65175,0.8773,1.59464,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,4225.47,0.89898,0.73237,1.11797,0.83955,0.66612,0.71977,0.4051,1.5619,0.87384,1.52925,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,4264.53,0.89624,0.73368,1.11371,0.84044,0.66752,0.71791,0.39155,1.65944,0.89819,1.6161,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,4303.62,0.90021,0.73121,1.11665,0.85491,0.67554,0.7255,0.40703,1.55521,0.8577,1.53049,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,4343.35,0.90682,0.72735,1.11943,0.8223,0.68437,0.72326,0.40666,1.59898,0.85788,1.56238,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,4382.74,0.90062,0.72677,1.11237,0.83485,0.6553,0.71429,0.39987,1.59806,0.89407,1.55001,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,4421.56,0.89802,0.71662,1.11207,0.83622,0.6981,0.73715,0.41531,1.55621,0.85057,1.53274,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,4460.82,0.89503,0.71736,1.10708,0.85641,0.6712,0.73002,0.40545,1.61628,0.87164,1.5855,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,4500.23,0.89817,0.72419,1.11141,0.83947,0.68071,0.72865,0.41319,1.56977,0.86644,1.54024,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,4539.34,0.89492,0.7194,1.10888,0.83173,0.67678,0.72718,0.40347,1.63407,0.88115,1.58861,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,4578.49,0.89547,0.71874,1.1107,0.85656,0.67545,0.73674,0.41837,1.5686,0.86426,1.52672,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,4617.98,0.89182,0.72116,1.10825,0.89142,0.65957,0.73812,0.40933,1.59218,0.88472,1.54811,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,4657.23,0.89329,0.71301,1.10568,0.85807,0.64433,0.71447,0.40949,1.59973,0.86803,1.56722,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,4696.55,0.88938,0.71953,1.11061,0.85259,0.68268,0.73309,0.41364,1.60948,0.83691,1.55334,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,4735.6,0.88306,0.70723,1.10334,0.81944,0.69335,0.73585,0.42008,1.57263,0.82231,1.53859,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,4774.86,0.88671,0.70702,1.10511,0.85555,0.68313,0.73952,0.41128,1.60681,0.83711,1.5632,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,4813.95,0.88035,0.69951,1.10016,0.82851,0.68614,0.73485,0.41125,1.59766,0.84135,1.56015,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,4853.3,0.87735,0.69856,1.10227,0.82471,0.69712,0.73911,0.41846,1.55694,0.8139,1.51428,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,4892.47,0.88092,0.70799,1.1019,0.85039,0.66956,0.73081,0.40918,1.5939,0.83827,1.56543,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,4931.84,0.88316,0.70247,1.10142,0.85886,0.68127,0.74027,0.41416,1.5784,0.83756,1.55405,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,4970.93,0.87892,0.70274,1.09717,0.86604,0.68366,0.75033,0.42441,1.53132,0.82373,1.51871,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,5010.1,0.88185,0.70299,1.09873,0.84362,0.67657,0.73696,0.40418,1.61659,0.83395,1.54888,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,5049.25,0.87555,0.6944,1.09737,0.84093,0.69349,0.74148,0.41927,1.5615,0.82056,1.51393,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,5088.51,0.87391,0.69462,1.09996,0.84869,0.6833,0.74379,0.41483,1.59256,0.82759,1.54745,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,5127.75,0.87086,0.69614,1.09292,0.8836,0.67698,0.74703,0.41881,1.58575,0.82007,1.53641,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,5166.86,0.87553,0.69515,1.09596,0.84652,0.68576,0.74177,0.41847,1.59544,0.82592,1.54508,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,5206.46,0.86895,0.69285,1.09872,0.8334,0.70715,0.74783,0.42923,1.52639,0.80969,1.49934,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,5245.72,0.87024,0.68724,1.09451,0.86834,0.69141,0.73814,0.42208,1.56374,0.84521,1.52728,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,5284.9,0.87276,0.6832,1.09423,0.83932,0.69412,0.74057,0.4191,1.57728,0.85467,1.52914,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,5324.04,0.86248,0.68129,1.08742,0.85629,0.69905,0.74415,0.42519,1.56704,0.80963,1.52971,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,5363.25,0.86958,0.68425,1.09461,0.86108,0.69723,0.748,0.43285,1.52768,0.79032,1.5123,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,5402.51,0.86459,0.68376,1.09267,0.84855,0.68492,0.73034,0.41408,1.56345,0.8172,1.52246,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,5441.84,0.86843,0.68824,1.09203,0.86468,0.70326,0.75135,0.43642,1.50349,0.78713,1.47842,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,5481.47,0.85586,0.67761,1.08721,0.84874,0.6956,0.73043,0.43313,1.50686,0.79531,1.48553,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,5520.09,0.84661,0.67084,1.08378,0.86731,0.69312,0.74204,0.42807,1.5469,0.80956,1.51677,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,5558.98,0.86001,0.67592,1.08519,0.86208,0.68198,0.73278,0.42463,1.56511,0.82047,1.53916,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
