epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,537.893,0.97932,0.90699,1.17614,0.83347,0.66614,0.72729,0.38937,1.57446,1.00236,1.57292,0.000487805,0.000487805,0.000487805
34,553.518,0.97148,0.89851,1.1747,0.81563,0.69126,0.74912,0.3862,1.63517,0.98389,1.61531,0.000480736,0.000480736,0.000480736
35,569.015,0.95171,0.88041,1.16413,0.86332,0.66521,0.74281,0.40143,1.5319,0.97426,1.54653,0.000473668,0.000473668,0.000473668
36,584.703,0.95728,0.87918,1.16004,0.85561,0.66616,0.73924,0.42914,1.41871,0.95032,1.4547,0.000466599,0.000466599,0.000466599
37,600.327,0.9557,0.86837,1.15855,0.85315,0.63964,0.74351,0.42104,1.47617,0.96157,1.47149,0.00045953,0.00045953,0.00045953
38,615.994,0.95517,0.87355,1.16367,0.84835,0.67484,0.74382,0.41216,1.4724,0.94116,1.50952,0.000452462,0.000452462,0.000452462
39,631.539,0.94724,0.85548,1.15667,0.85512,0.67438,0.75369,0.41112,1.52005,0.93492,1.54954,0.000445393,0.000445393,0.000445393
40,647.267,0.94264,0.85561,1.1559,0.84289,0.67514,0.74204,0.43266,1.45525,0.91128,1.50168,0.000438325,0.000438325,0.000438325
41,662.842,0.94498,0.85031,1.15248,0.82265,0.66579,0.73284,0.40512,1.51253,0.95242,1.52337,0.000431256,0.000431256,0.000431256
42,678.436,0.93462,0.85236,1.15079,0.84286,0.66319,0.73745,0.41121,1.52654,0.93381,1.5241,0.000424187,0.000424187,0.000424187
43,693.962,0.92715,0.8256,1.14464,0.84415,0.67719,0.75687,0.44147,1.41411,0.89949,1.43285,0.000417119,0.000417119,0.000417119
44,709.625,0.91993,0.82873,1.1404,0.86888,0.68105,0.75678,0.42533,1.49566,0.89308,1.5134,0.00041005,0.00041005,0.00041005
45,725.197,0.90987,0.80909,1.13488,0.81211,0.69142,0.76466,0.42628,1.49587,0.88343,1.50058,0.000402982,0.000402982,0.000402982
46,740.882,0.91794,0.82003,1.14049,0.8865,0.67585,0.75711,0.44296,1.4219,0.90469,1.46218,0.000395913,0.000395913,0.000395913
47,757.79,0.91469,0.80993,1.13482,0.86057,0.67956,0.7623,0.43332,1.42463,0.88455,1.45644,0.000388844,0.000388844,0.000388844
48,775.289,0.9031,0.79963,1.12999,0.87768,0.705,0.77484,0.45354,1.40368,0.88912,1.4524,0.000381776,0.000381776,0.000381776
49,791.31,0.8985,0.7935,1.12955,0.86988,0.67131,0.76542,0.43184,1.46124,0.89338,1.47169,0.000374707,0.000374707,0.000374707
50,806.895,0.90308,0.7935,1.12847,0.90355,0.66488,0.76029,0.45393,1.39978,0.89088,1.46843,0.000367639,0.000367639,0.000367639
51,822.509,0.8997,0.79296,1.12787,0.85988,0.68257,0.76081,0.44292,1.41317,0.8676,1.4757,0.00036057,0.00036057,0.00036057
52,838.135,0.89278,0.7894,1.12755,0.9056,0.67736,0.77525,0.45205,1.41761,0.86527,1.46611,0.000353501,0.000353501,0.000353501
53,853.67,0.88518,0.77987,1.12284,0.86955,0.6876,0.77824,0.43979,1.49118,0.86407,1.51129,0.000346433,0.000346433,0.000346433
54,869.242,0.90146,0.77537,1.12226,0.87149,0.68463,0.78056,0.46424,1.43863,0.85088,1.46525,0.000339364,0.000339364,0.000339364
55,884.797,0.88457,0.77121,1.12198,0.88913,0.67695,0.77162,0.45831,1.39755,0.86194,1.43831,0.000332296,0.000332296,0.000332296
56,900.3,0.88333,0.7664,1.11623,0.87651,0.68373,0.7738,0.46016,1.4241,0.88172,1.4583,0.000325227,0.000325227,0.000325227
57,915.842,0.87938,0.7594,1.11518,0.86244,0.68928,0.77087,0.46706,1.36457,0.88015,1.40861,0.000318158,0.000318158,0.000318158
58,931.59,0.88263,0.76131,1.11597,0.85426,0.69414,0.77892,0.48452,1.30399,0.82709,1.37407,0.00031109,0.00031109,0.00031109
59,947.185,0.86522,0.7568,1.11022,0.84828,0.70042,0.77521,0.43954,1.48808,0.87238,1.49331,0.000304021,0.000304021,0.000304021
60,962.763,0.87096,0.75153,1.1101,0.88976,0.68343,0.77745,0.47484,1.32408,0.82994,1.39481,0.000296953,0.000296953,0.000296953
61,978.417,0.86671,0.74676,1.10791,0.85019,0.71375,0.77745,0.46877,1.37118,0.84739,1.41375,0.000289884,0.000289884,0.000289884
62,994.044,0.85488,0.73903,1.10974,0.8943,0.69126,0.77956,0.46675,1.3881,0.82469,1.42442,0.000282815,0.000282815,0.000282815
63,1009.66,0.86412,0.7419,1.10337,0.90444,0.69366,0.77222,0.44721,1.46994,0.8281,1.48036,0.000275747,0.000275747,0.000275747
64,1025.29,0.86186,0.7362,1.10278,0.90248,0.68191,0.78005,0.46752,1.36407,0.80682,1.4077,0.000268678,0.000268678,0.000268678
65,1041.09,0.85084,0.72853,1.09922,0.90108,0.70519,0.7847,0.45477,1.44004,0.84654,1.47575,0.00026161,0.00026161,0.00026161
66,1058.62,0.85463,0.72288,1.09859,0.88722,0.70439,0.78595,0.45674,1.39504,0.81274,1.43032,0.000254541,0.000254541,0.000254541
67,1076.34,0.84468,0.71906,1.09422,0.91187,0.71237,0.78293,0.45398,1.45794,0.8256,1.47742,0.000247472,0.000247472,0.000247472
68,1092.31,0.85407,0.72207,1.0963,0.8657,0.73356,0.79022,0.47247,1.3757,0.805,1.42754,0.000240404,0.000240404,0.000240404
