epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,283.596,1.11953,1.2037,1.27651,0.75507,0.56882,0.62336,0.31184,1.74252,1.39041,1.71931,0.000666876,0.000666876,0.000666876
14,305.554,1.10609,1.18162,1.26891,0.81089,0.54123,0.63325,0.34465,1.62773,1.27004,1.63697,0.000662949,0.000662949,0.000662949
15,326.38,1.09926,1.15998,1.26269,0.77072,0.60854,0.64723,0.32201,1.74568,1.3277,1.72636,0.000659022,0.000659022,0.000659022
16,346.513,1.07537,1.1205,1.24699,0.79211,0.5477,0.62972,0.31476,1.70325,1.29648,1.6703,0.000655095,0.000655095,0.000655095
17,366.808,1.07477,1.12814,1.24827,0.8093,0.59246,0.6704,0.34165,1.66244,1.21789,1.65017,0.000651168,0.000651168,0.000651168
18,386.918,1.0783,1.10744,1.24897,0.79828,0.59544,0.65232,0.33707,1.65839,1.25854,1.65703,0.000647241,0.000647241,0.000647241
19,407.392,1.07334,1.08731,1.2366,0.78106,0.62225,0.66921,0.34269,1.69927,1.25067,1.71564,0.000643314,0.000643314,0.000643314
20,429.411,1.06434,1.07541,1.23906,0.83706,0.55601,0.64302,0.33519,1.72149,1.23832,1.68218,0.000639387,0.000639387,0.000639387
21,449.636,1.05165,1.06545,1.23498,0.81835,0.56964,0.65588,0.35162,1.64146,1.2538,1.63011,0.00063546,0.00063546,0.00063546
22,470.136,1.05665,1.05073,1.23049,0.79658,0.60412,0.67894,0.36222,1.61815,1.20408,1.628,0.000631533,0.000631533,0.000631533
23,490.268,1.04318,1.035,1.23033,0.79215,0.604,0.65747,0.36187,1.6117,1.19052,1.604,0.000627606,0.000627606,0.000627606
24,510.812,1.03857,1.02782,1.21846,0.78368,0.64385,0.69888,0.35396,1.68194,1.10613,1.68536,0.000623679,0.000623679,0.000623679
25,531.135,1.0309,1.01505,1.21645,0.79991,0.64081,0.69056,0.36403,1.64086,1.13914,1.62126,0.000619752,0.000619752,0.000619752
26,551.433,1.02567,1.00864,1.20904,0.74852,0.5946,0.66446,0.35139,1.58784,1.2262,1.58996,0.000615825,0.000615825,0.000615825
27,571.553,1.0235,1.00921,1.21535,0.81938,0.63167,0.69851,0.38202,1.55122,1.08675,1.57659,0.000611898,0.000611898,0.000611898
28,591.758,1.01883,0.98068,1.20335,0.84463,0.64522,0.71194,0.35429,1.74927,1.12974,1.68897,0.000607971,0.000607971,0.000607971
29,611.798,1.02024,0.98059,1.20403,0.82281,0.64184,0.70847,0.38779,1.54362,1.07039,1.52893,0.000604044,0.000604044,0.000604044
30,632.101,0.99796,0.96076,1.19291,0.81176,0.66389,0.72406,0.39383,1.59264,1.06361,1.60392,0.000600117,0.000600117,0.000600117
31,652.369,1.007,0.96428,1.19279,0.82141,0.66752,0.7268,0.37897,1.61092,1.04915,1.58926,0.00059619,0.00059619,0.00059619
32,672.355,0.98981,0.93651,1.17922,0.79488,0.6593,0.71697,0.40013,1.51208,1.06374,1.53519,0.000592263,0.000592263,0.000592263
33,692.41,1.00095,0.93987,1.18709,0.81674,0.65054,0.72138,0.3893,1.55741,1.04502,1.57797,0.000588336,0.000588336,0.000588336
34,712.378,0.99259,0.93026,1.1866,0.86013,0.63505,0.72148,0.38792,1.62286,1.04427,1.59032,0.000584409,0.000584409,0.000584409
35,732.288,0.9855,0.92205,1.17922,0.86138,0.6542,0.7322,0.4143,1.50593,0.99504,1.52089,0.000580482,0.000580482,0.000580482
36,752.245,0.98828,0.90951,1.1767,0.81184,0.66313,0.73557,0.42082,1.43713,0.98307,1.49613,0.000576555,0.000576555,0.000576555
37,772.37,0.98462,0.90795,1.17166,0.82481,0.65418,0.72822,0.42084,1.49107,1.01597,1.50657,0.000572628,0.000572628,0.000572628
38,792.384,0.98462,0.91633,1.1783,0.79154,0.67643,0.71128,0.38092,1.60876,1.03557,1.62426,0.000568701,0.000568701,0.000568701
39,812.325,0.97503,0.8998,1.17189,0.82033,0.68085,0.73795,0.42833,1.47364,0.94698,1.5156,0.000564774,0.000564774,0.000564774
40,832.18,0.96455,0.88684,1.16797,0.8432,0.6799,0.74009,0.42129,1.47348,0.95919,1.50738,0.000560847,0.000560847,0.000560847
41,852.097,0.96876,0.88423,1.16306,0.82024,0.6664,0.73461,0.39408,1.58059,1.01136,1.5863,0.00055692,0.00055692,0.00055692
42,872.132,0.96089,0.88255,1.16401,0.84644,0.65026,0.72307,0.42009,1.45892,0.99703,1.50152,0.000552993,0.000552993,0.000552993
43,891.916,0.96007,0.86733,1.16202,0.84538,0.66167,0.74702,0.42618,1.47647,0.92908,1.52563,0.000549066,0.000549066,0.000549066
44,911.821,0.94556,0.86266,1.15338,0.82995,0.67004,0.73274,0.40365,1.56835,0.9926,1.59462,0.000545139,0.000545139,0.000545139
45,931.626,0.94035,0.84487,1.15054,0.85369,0.66541,0.73679,0.42261,1.46643,0.94226,1.48452,0.000541212,0.000541212,0.000541212
46,951.706,0.9503,0.85902,1.15693,0.83896,0.67784,0.73822,0.43561,1.45264,0.95468,1.48566,0.000537285,0.000537285,0.000537285
47,972.051,0.94812,0.85042,1.15043,0.88265,0.65329,0.73906,0.426,1.43679,0.95833,1.47638,0.000533358,0.000533358,0.000533358
48,992.129,0.93168,0.83793,1.14631,0.85019,0.70747,0.76434,0.45266,1.42704,0.91807,1.47753,0.000529431,0.000529431,0.000529431
49,1012.44,0.92528,0.82797,1.1425,0.85536,0.67015,0.74865,0.42871,1.49085,0.95867,1.49201,0.000525504,0.000525504,0.000525504
50,1032.63,0.93114,0.82673,1.14236,0.88498,0.66668,0.75305,0.41844,1.50219,0.93001,1.53863,0.000521577,0.000521577,0.000521577
51,1052.77,0.93077,0.82845,1.14444,0.84395,0.66414,0.74616,0.43711,1.44928,0.95225,1.48943,0.00051765,0.00051765,0.00051765
52,1072.88,0.92137,0.81897,1.13929,0.87505,0.66228,0.76012,0.44485,1.49766,0.93619,1.50528,0.000513723,0.000513723,0.000513723
53,1093.02,0.91908,0.81944,1.13676,0.8522,0.6945,0.76161,0.43766,1.46319,0.9176,1.48995,0.000509796,0.000509796,0.000509796
54,1113.14,0.93604,0.82177,1.13919,0.86907,0.68465,0.75239,0.4508,1.36779,0.91513,1.40982,0.000505869,0.000505869,0.000505869
55,1133.26,0.91397,0.812,1.13562,0.81524,0.71229,0.75383,0.42657,1.51615,0.94849,1.54323,0.000501942,0.000501942,0.000501942
56,1153.3,0.92129,0.81037,1.13604,0.82856,0.68476,0.744,0.41271,1.53269,0.96544,1.54764,0.000498015,0.000498015,0.000498015
57,1173.24,0.91063,0.79734,1.13178,0.89459,0.69022,0.76881,0.45094,1.39983,0.91632,1.42907,0.000494088,0.000494088,0.000494088
58,1193.27,0.91715,0.80326,1.13559,0.86597,0.68665,0.756,0.45997,1.36205,0.89918,1.42701,0.000490161,0.000490161,0.000490161
59,1213.33,0.90499,0.79889,1.129,0.87837,0.68107,0.75726,0.43454,1.50395,0.93434,1.52419,0.000486234,0.000486234,0.000486234
60,1233.49,0.91059,0.79546,1.12898,0.8735,0.68278,0.75893,0.45308,1.35931,0.87295,1.42192,0.000482307,0.000482307,0.000482307
61,1253.68,0.90495,0.78661,1.12455,0.80534,0.71746,0.76257,0.44625,1.43809,0.88997,1.47472,0.00047838,0.00047838,0.00047838
62,1273.79,0.89001,0.77737,1.12603,0.88234,0.65497,0.75652,0.45651,1.3857,0.8943,1.42448,0.000474453,0.000474453,0.000474453
63,1295.45,0.90119,0.78271,1.1216,0.87774,0.68086,0.76458,0.43731,1.47781,0.9009,1.51294,0.000470526,0.000470526,0.000470526
64,1316.46,0.89574,0.77803,1.11679,0.87202,0.70105,0.76659,0.44875,1.43634,0.90292,1.46457,0.000466599,0.000466599,0.000466599
65,1338.62,0.88573,0.7643,1.11205,0.87559,0.68967,0.76659,0.45423,1.45056,0.86145,1.4815,0.000462672,0.000462672,0.000462672
66,1358.73,0.88661,0.76301,1.1144,0.91834,0.68518,0.77736,0.46177,1.43131,0.87473,1.45208,0.000458745,0.000458745,0.000458745
67,1378.72,0.88422,0.76295,1.11407,0.87114,0.6816,0.77614,0.46292,1.39701,0.87845,1.44825,0.000454818,0.000454818,0.000454818
68,1402.5,0.89533,0.7654,1.11549,0.86105,0.68859,0.77473,0.46807,1.37053,0.87144,1.41619,0.000450891,0.000450891,0.000450891
69,1425.28,0.88394,0.75426,1.10871,0.84616,0.70026,0.76647,0.4316,1.53154,0.91055,1.55746,0.000446964,0.000446964,0.000446964
70,1447.88,0.87459,0.74549,1.10681,0.84159,0.6902,0.75692,0.43071,1.51051,0.8995,1.5191,0.000443037,0.000443037,0.000443037
71,1470.63,0.8796,0.74585,1.10749,0.81718,0.73149,0.76842,0.45917,1.4163,0.84824,1.46237,0.00043911,0.00043911,0.00043911
72,1493.27,0.87923,0.75358,1.1117,0.83782,0.70773,0.77544,0.46211,1.35465,0.82547,1.42827,0.000435183,0.000435183,0.000435183
73,1515.84,0.8737,0.74483,1.10403,0.85007,0.71171,0.77524,0.47048,1.34541,0.83822,1.40847,0.000431256,0.000431256,0.000431256
74,1538.74,0.87509,0.74326,1.09773,0.87725,0.71124,0.7906,0.47857,1.37881,0.81174,1.41849,0.000427329,0.000427329,0.000427329
75,1561.26,0.87825,0.73879,1.09835,0.84068,0.7342,0.78965,0.4718,1.36847,0.82416,1.4332,0.000423402,0.000423402,0.000423402
76,1583.96,0.86862,0.73416,1.1009,0.86113,0.71599,0.78568,0.48174,1.33642,0.82055,1.41336,0.000419475,0.000419475,0.000419475
77,1606.69,0.85605,0.72837,1.09729,0.86072,0.70907,0.77677,0.44947,1.41394,0.85677,1.47138,0.000415548,0.000415548,0.000415548
78,1629.12,0.86158,0.72543,1.09902,0.85467,0.73273,0.784,0.46849,1.3788,0.83142,1.43269,0.000411621,0.000411621,0.000411621
79,1651.5,0.85933,0.72065,1.09137,0.88463,0.70328,0.78639,0.47389,1.40771,0.82848,1.46684,0.000407694,0.000407694,0.000407694
80,1673.96,0.86339,0.72577,1.09619,0.8699,0.71679,0.78267,0.47384,1.39907,0.82009,1.4373,0.000403767,0.000403767,0.000403767
81,1696.24,0.84797,0.71695,1.09129,0.88598,0.70865,0.78798,0.48562,1.31513,0.79373,1.37337,0.00039984,0.00039984,0.00039984
82,1718.68,0.85922,0.72069,1.09441,0.89771,0.69549,0.78314,0.47673,1.33148,0.79323,1.4035,0.000395913,0.000395913,0.000395913
83,1741.09,0.85623,0.71536,1.08984,0.88563,0.71691,0.78513,0.47387,1.38495,0.8071,1.42904,0.000391986,0.000391986,0.000391986
84,1763.38,0.85072,0.71699,1.09101,0.90247,0.70871,0.78997,0.47302,1.35262,0.82324,1.43078,0.000388059,0.000388059,0.000388059
85,1785.75,0.83837,0.70758,1.08559,0.85298,0.72414,0.7796,0.47773,1.32462,0.82276,1.39411,0.000384132,0.000384132,0.000384132
86,1808.1,0.84678,0.70775,1.08878,0.90345,0.68435,0.78356,0.46546,1.39936,0.81948,1.46246,0.000380205,0.000380205,0.000380205
87,1830.53,0.84146,0.7016,1.08243,0.83793,0.74894,0.78941,0.47534,1.33791,0.79964,1.42536,0.000376278,0.000376278,0.000376278
88,1853.03,0.84192,0.70447,1.08589,0.85001,0.7418,0.79348,0.49105,1.30288,0.80849,1.38958,0.000372351,0.000372351,0.000372351
89,1875.63,0.83409,0.70256,1.08705,0.88148,0.73377,0.7985,0.48448,1.34907,0.79767,1.41037,0.000368424,0.000368424,0.000368424
90,1898.32,0.82638,0.68686,1.07792,0.9039,0.70147,0.79957,0.4897,1.34075,0.78208,1.41263,0.000364497,0.000364497,0.000364497
91,1920.85,0.84132,0.70037,1.08604,0.91064,0.71841,0.7981,0.49422,1.29676,0.78306,1.40176,0.00036057,0.00036057,0.00036057
92,1943.45,0.82975,0.68692,1.08175,0.90562,0.69643,0.78827,0.49405,1.29189,0.78243,1.38484,0.000356643,0.000356643,0.000356643
93,1966.05,0.82991,0.67978,1.07388,0.9093,0.71385,0.79924,0.48936,1.31034,0.77499,1.38754,0.000352716,0.000352716,0.000352716
94,1988.73,0.82085,0.68183,1.0745,0.85383,0.74479,0.79001,0.49207,1.31088,0.78766,1.38947,0.000348789,0.000348789,0.000348789
95,2011.27,0.82141,0.68296,1.06984,0.86875,0.74685,0.80456,0.49729,1.31478,0.77623,1.38839,0.000344862,0.000344862,0.000344862
96,2033.8,0.82394,0.68834,1.07635,0.88219,0.72682,0.79582,0.49982,1.27288,0.77965,1.35491,0.000340935,0.000340935,0.000340935
97,2056.38,0.83276,0.68105,1.07587,0.89093,0.71852,0.78774,0.5019,1.27404,0.77929,1.3632,0.000337008,0.000337008,0.000337008
98,2078.96,0.8325,0.6857,1.07598,0.8976,0.71352,0.79052,0.4934,1.31874,0.78021,1.40157,0.000333081,0.000333081,0.000333081
99,2101.58,0.81741,0.66584,1.06731,0.90386,0.72734,0.7938,0.49862,1.27513,0.75301,1.37029,0.000329154,0.000329154,0.000329154
100,2124.02,0.81077,0.67201,1.07193,0.85849,0.73984,0.79117,0.49541,1.29812,0.77241,1.37756,0.000325227,0.000325227,0.000325227
101,2146.53,0.81777,0.67481,1.07062,0.85759,0.74358,0.78735,0.49303,1.29227,0.78201,1.38457,0.0003213,0.0003213,0.0003213
102,2169.09,0.81455,0.66823,1.07054,0.85732,0.74568,0.80028,0.49986,1.27512,0.75783,1.36862,0.000317373,0.000317373,0.000317373
103,2191.67,0.81395,0.66936,1.07192,0.87155,0.72325,0.79231,0.50117,1.26338,0.76547,1.3459,0.000313446,0.000313446,0.000313446
104,2214.67,0.81306,0.66871,1.0636,0.88667,0.73193,0.80205,0.48101,1.37185,0.77989,1.43206,0.000309519,0.000309519,0.000309519
105,2237.32,0.80195,0.66328,1.06578,0.89507,0.73251,0.80519,0.50707,1.28191,0.7501,1.3829,0.000305592,0.000305592,0.000305592
106,2259.93,0.80418,0.66041,1.06363,0.86906,0.74581,0.80323,0.50332,1.27462,0.74689,1.39424,0.000301665,0.000301665,0.000301665
107,2282.6,0.80576,0.65791,1.06019,0.8906,0.73351,0.80091,0.48211,1.33376,0.793,1.41925,0.000297738,0.000297738,0.000297738
108,2305.24,0.80373,0.65392,1.06206,0.84483,0.74232,0.80054,0.50261,1.28079,0.74455,1.3663,0.000293811,0.000293811,0.000293811
109,2327.88,0.80792,0.65422,1.05758,0.8732,0.74763,0.80386,0.51051,1.26857,0.74457,1.35236,0.000289884,0.000289884,0.000289884
110,2350.45,0.79739,0.65227,1.0601,0.86382,0.74751,0.79543,0.51167,1.23869,0.74729,1.34109,0.000285957,0.000285957,0.000285957
111,2373.05,0.80126,0.65307,1.05966,0.86227,0.75564,0.80587,0.51135,1.25485,0.74227,1.35552,0.00028203,0.00028203,0.00028203
112,2395.48,0.80389,0.65317,1.06051,0.9214,0.71119,0.7986,0.49775,1.28183,0.75086,1.35666,0.000278103,0.000278103,0.000278103
113,2418.03,0.79916,0.65334,1.05783,0.88372,0.74463,0.80017,0.49281,1.2908,0.75837,1.37513,0.000274176,0.000274176,0.000274176
114,2440.64,0.79098,0.64455,1.05723,0.89188,0.72262,0.79757,0.50602,1.27799,0.74187,1.36432,0.000270249,0.000270249,0.000270249
115,2463.07,0.79227,0.64038,1.05349,0.91781,0.72295,0.79313,0.50455,1.27106,0.74748,1.36523,0.000266322,0.000266322,0.000266322
116,2486.37,0.78522,0.63772,1.05302,0.89902,0.72989,0.79448,0.49014,1.29746,0.76991,1.40388,0.000262395,0.000262395,0.000262395
117,2507.45,0.78815,0.63938,1.04828,0.91215,0.72597,0.80426,0.50675,1.28112,0.73984,1.36389,0.000258468,0.000258468,0.000258468
118,2529.89,0.78346,0.63789,1.05336,0.90541,0.70971,0.79732,0.51647,1.23067,0.73272,1.32193,0.000254541,0.000254541,0.000254541
119,2551.52,0.79036,0.64114,1.05318,0.88668,0.72927,0.8048,0.50834,1.25382,0.72594,1.34743,0.000250614,0.000250614,0.000250614
120,2574.27,0.77903,0.62712,1.04801,0.92302,0.72526,0.8075,0.50397,1.28599,0.72483,1.36389,0.000246687,0.000246687,0.000246687
121,2597.02,0.77068,0.62208,1.04727,0.91395,0.72577,0.80314,0.50451,1.28822,0.7516,1.36763,0.00024276,0.00024276,0.00024276
122,2617.61,0.781,0.62693,1.04651,0.89017,0.74254,0.80362,0.51842,1.24071,0.74284,1.34148,0.000238833,0.000238833,0.000238833
123,2637.62,0.78625,0.63305,1.05275,0.90168,0.72164,0.80612,0.52037,1.24176,0.74516,1.32946,0.000234906,0.000234906,0.000234906
124,2657.67,0.77662,0.63526,1.0498,0.90608,0.72015,0.80776,0.50652,1.29577,0.73978,1.3695,0.000230979,0.000230979,0.000230979
125,2677.6,0.77457,0.62708,1.04609,0.89907,0.73992,0.81016,0.51938,1.25692,0.73192,1.33964,0.000227052,0.000227052,0.000227052
126,2697.5,0.76859,0.62182,1.04512,0.86821,0.75083,0.80651,0.51429,1.27063,0.7262,1.36377,0.000223125,0.000223125,0.000223125
127,2717.4,0.76946,0.61465,1.04375,0.90139,0.7427,0.80507,0.52042,1.26219,0.74156,1.35331,0.000219198,0.000219198,0.000219198
128,2737.73,0.76359,0.61734,1.03962,0.90371,0.73829,0.81301,0.5244,1.24626,0.72769,1.33551,0.000215271,0.000215271,0.000215271
129,2758,0.77108,0.62341,1.0445,0.91565,0.739,0.8135,0.52152,1.24932,0.71978,1.34234,0.000211344,0.000211344,0.000211344
130,2778.1,0.76335,0.6138,1.03965,0.8989,0.72408,0.8093,0.52386,1.23332,0.72161,1.32532,0.000207417,0.000207417,0.000207417
131,2800.29,0.76189,0.60918,1.03645,0.8875,0.75649,0.81758,0.52034,1.22978,0.715,1.3114,0.00020349,0.00020349,0.00020349
132,2823.1,0.76214,0.61482,1.04321,0.90536,0.74257,0.81356,0.5322,1.19985,0.70689,1.29482,0.000199563,0.000199563,0.000199563
133,2845.66,0.77047,0.61346,1.03851,0.90627,0.7419,0.81524,0.51291,1.26007,0.71025,1.34402,0.000195636,0.000195636,0.000195636
134,2868.34,0.75323,0.60744,1.03584,0.90231,0.75451,0.81591,0.52748,1.20296,0.70016,1.31638,0.000191709,0.000191709,0.000191709
135,2890.68,0.76112,0.61191,1.03861,0.89087,0.75512,0.82157,0.524,1.22539,0.70143,1.33067,0.000187782,0.000187782,0.000187782
136,2913.28,0.75691,0.60522,1.03506,0.87447,0.7637,0.81909,0.52483,1.24615,0.70357,1.33092,0.000183855,0.000183855,0.000183855
137,2936.05,0.75425,0.60923,1.04007,0.93696,0.71714,0.81498,0.52448,1.23415,0.70515,1.32042,0.000179928,0.000179928,0.000179928
138,2958.75,0.74905,0.60004,1.03358,0.90912,0.74781,0.82268,0.52185,1.25571,0.70077,1.3329,0.000176001,0.000176001,0.000176001
139,2981.96,0.75028,0.60112,1.03116,0.89919,0.74597,0.81775,0.52818,1.21682,0.70709,1.32018,0.000172074,0.000172074,0.000172074
140,3004.94,0.75737,0.6071,1.03437,0.9041,0.75351,0.82253,0.52534,1.22647,0.69515,1.32442,0.000168147,0.000168147,0.000168147
141,3027.55,0.74158,0.59609,1.02991,0.89555,0.75261,0.81857,0.52087,1.23439,0.69973,1.33588,0.00016422,0.00016422,0.00016422
142,3050.06,0.74536,0.59513,1.02705,0.90398,0.75771,0.82048,0.52465,1.22132,0.68874,1.32024,0.000160293,0.000160293,0.000160293
