epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,734.203,1.28345,1.3663,1.43525,0.68903,0.58543,0.61736,0.2925,1.86412,1.37513,1.75706,0.000639387,0.000639387,0.000639387
21,770.705,1.28987,1.35699,1.4378,0.72091,0.58748,0.64023,0.27326,1.93498,1.31613,1.83529,0.00063546,0.00063546,0.00063546
22,807.177,1.27149,1.3356,1.42866,0.73938,0.59184,0.64064,0.29333,1.87871,1.28869,1.76672,0.000631533,0.000631533,0.000631533
23,844.039,1.26751,1.31777,1.43101,0.75998,0.53029,0.6223,0.3245,1.70558,1.32209,1.66964,0.000627606,0.000627606,0.000627606
24,880.895,1.26247,1.31167,1.42057,0.78085,0.59916,0.65435,0.30711,1.89453,1.21915,1.74761,0.000623679,0.000623679,0.000623679
25,918.047,1.28017,1.32766,1.43081,0.76259,0.57009,0.61781,0.24035,2.1541,1.34222,2.00659,0.000619752,0.000619752,0.000619752
26,954.81,1.239,1.27039,1.40069,0.77658,0.56846,0.63997,0.26875,2.01574,1.26878,1.89051,0.000615825,0.000615825,0.000615825
27,991.847,1.25846,1.27836,1.40786,0.79634,0.58515,0.64544,0.27907,2.00081,1.27817,1.89308,0.000611898,0.000611898,0.000611898
28,1028.63,1.23791,1.26567,1.39287,0.7616,0.59192,0.64796,0.28494,1.98634,1.25997,1.8522,0.000607971,0.000607971,0.000607971
29,1065.27,1.24587,1.27218,1.40522,0.79262,0.58513,0.64874,0.33291,1.7179,1.2162,1.6606,0.000604044,0.000604044,0.000604044
30,1102.15,1.2372,1.24709,1.39366,0.79737,0.58936,0.67044,0.3052,1.8712,1.20189,1.7671,0.000600117,0.000600117,0.000600117
31,1138.74,1.24005,1.24503,1.39383,0.72903,0.63071,0.64676,0.24078,2.21781,1.29224,2.06885,0.00059619,0.00059619,0.00059619
32,1175.61,1.23696,1.23639,1.39099,0.79003,0.61723,0.68052,0.31403,1.8843,1.1707,1.75679,0.000592263,0.000592263,0.000592263
33,1212.52,1.23949,1.24407,1.3978,0.80927,0.55024,0.65085,0.30371,1.84414,1.23944,1.71877,0.000588336,0.000588336,0.000588336
34,1249.44,1.21444,1.22127,1.38133,0.82889,0.59808,0.6796,0.33807,1.75509,1.16592,1.66537,0.000584409,0.000584409,0.000584409
35,1286.06,1.2155,1.20933,1.37946,0.76662,0.59808,0.66698,0.31092,1.81499,1.27453,1.7258,0.000580482,0.000580482,0.000580482
36,1322.51,1.21471,1.19675,1.37321,0.80813,0.60468,0.67522,0.31451,1.87805,1.14871,1.80946,0.000576555,0.000576555,0.000576555
37,1359.36,1.21111,1.19563,1.37765,0.75109,0.60053,0.66816,0.32341,1.76058,1.22845,1.65988,0.000572628,0.000572628,0.000572628
38,1396.14,1.19947,1.17916,1.37368,0.80909,0.63348,0.70751,0.33562,1.73743,1.13867,1.65367,0.000568701,0.000568701,0.000568701
39,1432.91,1.20963,1.17239,1.36917,0.84269,0.61998,0.70701,0.33175,1.8311,1.15339,1.73226,0.000564774,0.000564774,0.000564774
40,1469.72,1.20498,1.1826,1.36821,0.79801,0.62124,0.6801,0.28186,2.05087,1.1868,1.88236,0.000560847,0.000560847,0.000560847
41,1506.58,1.18856,1.15075,1.35446,0.8116,0.62539,0.68941,0.34864,1.69192,1.12079,1.60815,0.00055692,0.00055692,0.00055692
42,1543.42,1.18368,1.13991,1.34666,0.81483,0.64217,0.71099,0.34109,1.80471,1.10674,1.70705,0.000552993,0.000552993,0.000552993
43,1580.32,1.19973,1.17746,1.36717,0.85461,0.62806,0.72236,0.34741,1.80839,1.12876,1.74542,0.000549066,0.000549066,0.000549066
44,1617.24,1.1803,1.1339,1.34669,0.80545,0.65021,0.71503,0.36326,1.73408,1.06728,1.64321,0.000545139,0.000545139,0.000545139
45,1654.16,1.18158,1.15585,1.35192,0.80878,0.61514,0.69221,0.36223,1.65072,1.1162,1.58074,0.000541212,0.000541212,0.000541212
46,1691.1,1.19509,1.14964,1.35766,0.79752,0.62297,0.703,0.35199,1.71127,1.10599,1.62666,0.000537285,0.000537285,0.000537285
47,1727.74,1.18021,1.13384,1.34871,0.82457,0.6027,0.68929,0.34811,1.69145,1.13688,1.63602,0.000533358,0.000533358,0.000533358
48,1764.51,1.16204,1.10948,1.3329,0.78501,0.63749,0.70038,0.36402,1.69347,1.11071,1.62312,0.000529431,0.000529431,0.000529431
49,1801.12,1.16461,1.11291,1.33617,0.81521,0.63255,0.70557,0.35001,1.73409,1.07034,1.64293,0.000525504,0.000525504,0.000525504
50,1837.63,1.17666,1.11662,1.33918,0.75636,0.60531,0.66467,0.3651,1.56405,1.11641,1.53108,0.000521577,0.000521577,0.000521577
51,1874.59,1.16861,1.10244,1.33411,0.78451,0.63481,0.69364,0.37736,1.63722,1.08055,1.56831,0.00051765,0.00051765,0.00051765
52,1911.94,1.17175,1.09364,1.33525,0.79975,0.64912,0.71618,0.32826,1.89157,1.0869,1.74342,0.000513723,0.000513723,0.000513723
53,1949.03,1.16583,1.10756,1.33565,0.79436,0.6371,0.70331,0.33669,1.78727,1.14843,1.66738,0.000509796,0.000509796,0.000509796
54,1985.86,1.16173,1.09396,1.33455,0.84196,0.62558,0.70002,0.34624,1.76605,1.111,1.65231,0.000505869,0.000505869,0.000505869
55,2022.71,1.15799,1.09069,1.33023,0.84066,0.63794,0.72396,0.3696,1.71185,1.03905,1.62014,0.000501942,0.000501942,0.000501942
56,2059.61,1.15208,1.07725,1.32537,0.80806,0.64469,0.71399,0.32699,1.88588,1.08988,1.75499,0.000498015,0.000498015,0.000498015
57,2096.08,1.13861,1.06796,1.32081,0.81454,0.66888,0.72886,0.38255,1.66602,1.01078,1.61981,0.000494088,0.000494088,0.000494088
58,2132.75,1.15231,1.09122,1.32779,0.86914,0.63972,0.72304,0.35988,1.75837,1.08263,1.63908,0.000490161,0.000490161,0.000490161
59,2169.4,1.13812,1.07818,1.32659,0.83088,0.65389,0.72677,0.38639,1.64752,1.00276,1.58627,0.000486234,0.000486234,0.000486234
60,2206.19,1.14745,1.07046,1.31835,0.8505,0.66028,0.74159,0.38377,1.6834,1.01776,1.58493,0.000482307,0.000482307,0.000482307
61,2243.01,1.13798,1.06675,1.31614,0.80722,0.63198,0.7165,0.39493,1.54184,1.0544,1.51052,0.00047838,0.00047838,0.00047838
62,2280.03,1.12979,1.05518,1.30753,0.84521,0.64322,0.72676,0.37475,1.67023,1.03035,1.59647,0.000474453,0.000474453,0.000474453
63,2317.1,1.15537,1.08133,1.32745,0.78551,0.66636,0.72838,0.32801,1.97794,1.08196,1.83336,0.000470526,0.000470526,0.000470526
64,2353.52,1.12381,1.03705,1.30161,0.83726,0.65556,0.73383,0.36879,1.72404,1.03086,1.6332,0.000466599,0.000466599,0.000466599
65,2390.23,1.13632,1.04621,1.3121,0.84733,0.65545,0.73125,0.36962,1.77662,1.04163,1.64162,0.000462672,0.000462672,0.000462672
66,2427.32,1.14505,1.05358,1.31573,0.85819,0.66444,0.73589,0.36174,1.79893,1.00623,1.69136,0.000458745,0.000458745,0.000458745
67,2464.24,1.12168,1.02888,1.30327,0.81173,0.66756,0.73087,0.40319,1.54574,0.99739,1.4955,0.000454818,0.000454818,0.000454818
68,2501.25,1.13258,1.0497,1.31074,0.85391,0.63843,0.72869,0.40582,1.54645,1.01632,1.51478,0.000450891,0.000450891,0.000450891
69,2538.16,1.11981,1.02635,1.30012,0.89896,0.66052,0.75182,0.38347,1.67643,0.96249,1.59142,0.000446964,0.000446964,0.000446964
70,2575.22,1.11629,1.03422,1.30124,0.84295,0.68502,0.75182,0.35233,1.8621,1.01549,1.73246,0.000443037,0.000443037,0.000443037
71,2611.7,1.12057,1.03061,1.30277,0.85063,0.68366,0.75182,0.39116,1.68013,0.97577,1.59969,0.00043911,0.00043911,0.00043911
72,2648.4,1.11299,1.01448,1.29237,0.86762,0.68355,0.75812,0.37181,1.76281,1.0272,1.67874,0.000435183,0.000435183,0.000435183
73,2685.52,1.11959,1.02301,1.30089,0.87314,0.64708,0.74095,0.39606,1.61115,1.00339,1.5453,0.000431256,0.000431256,0.000431256
74,2722.52,1.1108,1.01559,1.29097,0.83223,0.68009,0.75091,0.41688,1.51481,0.96835,1.48722,0.000427329,0.000427329,0.000427329
75,2759.51,1.10849,1.01293,1.29863,0.84719,0.68627,0.76285,0.40534,1.63405,0.92402,1.58653,0.000423402,0.000423402,0.000423402
76,2796.77,1.11383,1.01573,1.29709,0.85131,0.68255,0.74968,0.401,1.60803,0.96368,1.53946,0.000419475,0.000419475,0.000419475
77,2833.63,1.09473,0.99719,1.28731,0.83643,0.67734,0.75924,0.41298,1.60584,0.93567,1.55141,0.000415548,0.000415548,0.000415548
78,2870.13,1.10106,0.99408,1.28431,0.85833,0.6819,0.75437,0.40146,1.63603,0.94802,1.56245,0.000411621,0.000411621,0.000411621
79,2906.63,1.10533,0.9974,1.28824,0.88653,0.6438,0.74332,0.38784,1.71933,0.94931,1.61848,0.000407694,0.000407694,0.000407694
80,2943.26,1.1155,1.01339,1.29817,0.87764,0.68026,0.76334,0.39894,1.6396,0.96506,1.58759,0.000403767,0.000403767,0.000403767
81,2980.07,1.0976,0.9889,1.28326,0.83537,0.69281,0.7566,0.38889,1.68545,0.94594,1.61367,0.00039984,0.00039984,0.00039984
82,3016.99,1.09979,0.99032,1.28278,0.86993,0.67959,0.75623,0.39759,1.6288,0.91831,1.5838,0.000395913,0.000395913,0.000395913
83,3053.74,1.07853,0.96873,1.27498,0.85253,0.67467,0.7521,0.41276,1.59187,0.9438,1.5434,0.000391986,0.000391986,0.000391986
84,3090.54,1.08463,0.98831,1.27863,0.8283,0.6862,0.74648,0.41682,1.55569,0.95288,1.51005,0.000388059,0.000388059,0.000388059
